t_real	tv	d_tv	f_C_x	f_C_y	f_C_z	tau_C_x	tau_C_y	tau_C_z	Fa_0x	Fa_0y	Fa_0z	Fa_1x	Fa_1y	Fa_1z	Fa_2x	Fa_2y	Fa_2z	Fa_3x	Fa_3y	Fa_3z
22.682	0	-0	-16.4213	-8.69262	145.963	-2.43678	-3.36649	-0.0539327	-4.16431	-2.29495	50.6323	-3.86966	-2.2318	65.5828	-4.3604	-2.13828	10.4499	-4.02695	-2.02759	19.2977
22.684	0	-0	-16.3904	-8.60756	145.966	-2.44468	-3.34973	-0.0895825	-4.1729	-2.29835	50.5377	-3.84662	-2.23501	65.4019	-4.37045	-2.0962	10.6122	-4.00048	-1.978	19.4141
22.686	0	-0	-16.3388	-8.51578	145.958	-2.45249	-3.33236	-0.130868	-4.1798	-2.30537	50.427	-3.81517	-2.2417	65.1966	-4.37909	-2.0481	10.7907	-3.96474	-1.92061	19.5433
22.688	0	-0	-16.5161	-8.51578	146.122	-2.46542	-3.3235	-0.0979198	-4.20051	-2.27013	50.5495	-3.88073	-2.20743	65.2958	-4.39819	-2.07683	10.7876	-4.03663	-1.96138	19.4893
22.69	0	-0	-16.4562	-8.42189	146.11	-2.47504	-3.31322	-0.170767	-4.22568	-2.30732	50.4473	-3.82759	-2.24341	65.0892	-4.42773	-2.00313	10.9668	-3.97517	-1.86803	19.6068
22.692	0	-0	-16.3866	-8.32596	146.096	-2.48282	-3.29406	-0.21056	-4.22737	-2.31223	50.3256	-3.79251	-2.24799	64.8648	-4.4309	-1.95492	11.1593	-3.93579	-1.81082	19.7461
22.694	0	-0	-16.5681	-8.32596	146.256	-2.49574	-3.28572	-0.17683	-4.24862	-2.27607	50.4487	-3.85976	-2.21288	64.9652	-4.45037	-1.98436	11.1531	-4.00937	-1.85266	19.6887
22.696	0	-0	-16.4903	-8.22845	146.238	-2.505	-3.27342	-0.250002	-4.26966	-2.31301	50.3332	-3.80181	-2.24852	64.7433	-4.47577	-1.9093	11.3425	-3.94301	-1.75762	19.8188
22.698	0	-0	-16.4026	-8.12949	146.218	-2.51228	-3.25282	-0.28888	-4.26647	-2.31662	50.1981	-3.76271	-2.25179	64.5077	-4.47388	-1.86082	11.5412	-3.89955	-1.70027	19.9708
22.7	0	-0	-16.5883	-8.12949	146.373	-2.52522	-3.24531	-0.254956	-4.3175	-2.32057	50.8715	-3.80516	-2.25701	64.2143	-4.52491	-1.85856	12.1623	-3.94074	-1.69335	19.1246
22.702	0	-0	-16.5074	-8.03445	146.358	-2.53443	-3.23162	-0.323773	-4.33736	-2.35673	50.7925	-3.74731	-2.29228	63.9668	-4.54865	-1.78559	12.3914	-3.87404	-1.59986	19.2075
22.704	0	-0	-16.4019	-7.93276	146.332	-2.54163	-3.21014	-0.363828	-4.3326	-2.36337	50.6724	-3.70146	-2.2989	63.669	-4.54494	-1.73346	12.6624	-3.82288	-1.53703	19.3284
22.706	0	-0	-16.5916	-7.93276	146.482	-2.55459	-3.20345	-0.329745	-4.35567	-2.32718	50.7987	-3.7708	-2.26361	63.7721	-4.56634	-1.76272	12.6503	-3.8988	-1.57925	19.2612
22.708	0	-0	-16.4938	-7.83511	146.462	-2.56369	-3.18775	-0.398216	-4.36962	-2.36029	50.6719	-3.71044	-2.29573	63.5376	-4.58376	-1.69107	12.8474	-3.82998	-1.48802	19.4049
22.71	0	-0	-16.3871	-7.73617	146.44	-2.57118	-3.16586	-0.434048	-4.36048	-2.3618	50.5304	-3.66809	-2.29703	63.2906	-4.57532	-1.64447	13.0535	-3.78322	-1.43288	19.5651
22.712	0	-0	-16.5807	-7.73617	146.585	-2.58423	-3.16023	-0.401509	-4.38545	-2.32694	50.658	-3.73755	-2.26311	63.3953	-4.59871	-1.6726	13.0378	-3.85902	-1.47353	19.4935
22.714	0	-0	-16.4489	-7.63029	146.549	-2.59299	-3.14159	-0.473688	-4.3934	-2.36178	50.5054	-3.66653	-2.29687	63.1249	-4.61016	-1.59582	13.2587	-3.77881	-1.37582	19.6602
22.716	0	-0	-16.2892	-7.51759	146.502	-2.59952	-3.11601	-0.514552	-4.37425	-2.36464	50.3205	-3.6083	-2.29948	62.8244	-4.59162	-1.54182	13.4986	-3.71508	-1.31164	19.859
22.718	0	-0	-16.4866	-7.51759	146.642	-2.61241	-3.11078	-0.478105	-4.39757	-2.32586	50.448	-3.68122	-2.26177	62.9302	-4.61301	-1.57309	13.4795	-3.79484	-1.35687	19.7847
22.72	0	-0	-16.3363	-7.40976	146.601	-2.62051	-3.08956	-0.549011	-4.4004	-2.35942	50.2794	-3.6062	-2.29424	62.6496	-4.61906	-1.4965	13.7053	-3.71062	-1.2596	19.9671
22.722	0	-0	-16.5361	-7.40976	146.738	-2.63348	-3.08516	-0.51456	-4.42562	-2.32249	50.408	-3.67854	-2.25832	62.7564	-4.6424	-1.52626	13.6838	-3.78953	-1.30268	19.8896
22.724	0	-0	-16.3773	-7.30128	146.693	-2.64132	-3.06259	-0.584639	-4.426	-2.35532	50.2318	-3.60188	-2.29007	62.4708	-4.64582	-1.44998	13.9118	-3.70363	-1.20591	20.079
22.726	0	-0	-16.2288	-7.19788	146.657	-2.64782	-3.03704	-0.615969	-4.43026	-2.38889	50.5828	-3.52875	-2.32381	61.4791	-4.65124	-1.37508	14.9291	-3.61853	-1.1101	19.6657
22.728	0	-0	-16.4321	-7.19788	146.788	-2.66363	-3.03295	-0.616149	-4.47512	-2.38026	50.6026	-3.58348	-2.3153	61.5249	-4.69699	-1.38211	14.9486	-3.67653	-1.1202	19.7118
22.73	0	-0	-16.2559	-7.088	146.739	-2.66707	-3.00706	-0.619816	-4.43229	-2.35417	50.5185	-3.5406	-2.28989	61.2877	-4.65164	-1.35266	15.1404	-3.6314	-1.09129	19.792
22.732	0	-0	-16.0701	-6.97733	146.688	-2.67464	-2.98045	-0.686931	-4.42447	-2.38393	50.3215	-3.45909	-2.3188	60.9798	-4.64618	-1.27783	15.3835	-3.5404	-0.996774	20.0032
22.734	0	-0	-16.2769	-6.97733	146.814	-2.69038	-2.97631	-0.685323	-4.47272	-2.379	50.4556	-3.51243	-2.31396	61.0799	-4.6954	-1.28175	15.3645	-3.59631	-1.00262	19.9136
22.736	0	-0	-16.0825	-6.86579	146.76	-2.6938	-2.94971	-0.688099	-4.42149	-2.34663	50.2464	-3.46877	-2.28237	60.7753	-4.64112	-1.25671	15.6012	-3.55115	-0.980083	20.1371
22.738	0	-0	-15.8127	-6.73568	146.677	-2.7001	-2.91583	-0.765845	-4.39971	-2.38183	49.9806	-3.36035	-2.31656	60.3834	-4.62165	-1.16856	15.9	-3.43102	-0.868728	20.4133
22.74	0	-0	-16.0227	-6.73568	146.797	-2.71281	-2.91469	-0.72525	-4.42354	-2.33907	50.1125	-3.43887	-2.27491	60.4951	-4.64324	-1.20304	15.8671	-3.51706	-0.918663	20.3228
22.742	0	-0	-15.8103	-6.62297	146.74	-2.71994	-2.88369	-0.79349	-4.41043	-2.37015	49.8928	-3.34975	-2.30514	60.1666	-4.63226	-1.12616	16.1235	-3.41787	-0.821512	20.5573
22.744	0	-0	-15.613	-6.51597	146.691	-2.7258	-2.85342	-0.822376	-4.376	-2.36503	49.6833	-3.28852	-2.30018	59.8611	-4.59689	-1.08111	16.3632	-3.35157	-0.769645	20.7838
22.746	0	-0	-15.4086	-6.40871	146.642	-2.73165	-2.8224	-0.852652	-4.34092	-2.36146	49.4691	-3.22454	-2.29675	59.5512	-4.56092	-1.03466	16.606	-3.2822	-0.715839	21.0154
22.748	0	-0	-15.6226	-6.40871	146.754	-2.74466	-2.82306	-0.819263	-4.39375	-2.36064	50.0935	-3.27767	-2.29632	58.6089	-4.61424	-1.0346	17.6537	-3.33697	-0.717155	20.3982
22.75	0	-0	-15.3882	-6.29516	146.693	-2.75148	-2.78778	-0.886179	-4.3746	-2.39044	49.8532	-3.18399	-2.32541	58.2635	-4.5967	-0.958246	17.9214	-3.23294	-0.621066	20.6549
22.752	0	-0	-15.1457	-6.1812	146.631	-2.75681	-2.75343	-0.917364	-4.33064	-2.38591	49.6075	-3.1104	-2.32114	57.9183	-4.55133	-0.909404	18.1879	-3.1533	-0.564757	20.9174
22.754	0	-0	-15.3626	-6.1812	146.738	-2.76973	-2.75531	-0.881828	-4.35966	-2.34833	49.7433	-3.18723	-2.28447	58.0326	-4.57866	-0.93976	18.1471	-3.23709	-0.608651	20.815
22.756	0	-0	-15.1128	-6.06677	146.674	-2.77651	-2.71717	-0.948357	-4.33692	-2.37807	49.4914	-3.08975	-2.31362	57.6727	-4.55722	-0.862946	18.4256	-3.1289	-0.512131	21.0839
22.758	0	-0	-14.8799	-5.95784	146.617	-2.78223	-2.68318	-0.97549	-4.29328	-2.37155	49.2564	-3.02059	-2.30749	57.3394	-4.51194	-0.817949	18.6849	-3.0541	-0.460855	21.3367
22.76	0	-0	-15.0996	-5.95784	146.719	-2.79522	-2.6859	-0.941409	-4.32384	-2.33525	49.3926	-3.09725	-2.27206	57.4545	-4.54095	-0.847281	18.6407	-3.13759	-0.503246	21.2308
22.762	0	-0	-14.8348	-5.84243	146.651	-2.80188	-2.64505	-1.00777	-4.29774	-2.3651	49.1292	-2.99594	-2.30144	57.0805	-4.51591	-0.769829	18.9297	-3.02522	-0.406061	21.5117
22.764	0	-0	-14.563	-5.72706	146.584	-2.80689	-2.60737	-1.03738	-4.24639	-2.35973	48.8627	-2.91563	-2.29655	56.7135	-4.46263	-0.720827	19.2114	-2.93832	-0.349946	21.796
22.766	0	-0	-14.7853	-5.72706	146.679	-2.81981	-2.61136	-1.00113	-4.27609	-2.32123	48.9994	-2.99432	-2.25895	56.8305	-4.49065	-0.751969	19.1629	-3.02423	-0.39491	21.6861
22.768	0	-0	-14.4807	-5.60568	146.601	-2.8256	-2.5656	-1.06992	-4.26128	-2.3841	49.1303	-2.86051	-2.31952	55.1234	-4.48139	-0.646727	20.8001	-2.87748	-0.255334	21.547
22.77	0	-0	-14.2221	-5.49643	146.54	-2.8307	-2.52907	-1.09318	-4.21006	-2.37588	48.8939	-2.78626	-2.31185	54.6873	-4.4283	-0.602941	21.156	-2.79745	-0.205764	21.8024
22.772	0	-0	-14.4198	-5.49036	146.621	-2.84327	-2.53149	-1.06216	-4.23739	-2.34133	49.0102	-2.85551	-2.27816	54.7774	-4.45407	-0.628028	21.1238	-2.87283	-0.242846	21.7092
22.774	0	-0	-14.1551	-5.38107	146.557	-2.84963	-2.48812	-1.12144	-4.20722	-2.36633	48.7432	-2.75838	-2.303	54.4115	-4.42425	-0.55717	21.4061	-2.76525	-0.154563	21.9965
22.776	0	-0	-13.6883	-5.22907	146.436	-2.85181	-2.43194	-1.17348	-4.12225	-2.37339	48.319	-2.61725	-2.3107	53.8649	-4.33673	-0.480915	21.8119	-2.61209	-0.064071	22.4404
22.778	0	-0	-13.8873	-5.22299	146.512	-2.86373	-2.43874	-1.12478	-4.13838	-2.3217	48.4383	-2.69782	-2.26024	53.9628	-4.35	-0.519902	21.7701	-2.70113	-0.121138	22.3404
22.78	0	-0	-13.5783	-5.10721	146.438	-2.86956	-2.38973	-1.189	-4.10099	-2.35042	48.1372	-2.58659	-2.28894	53.5548	-4.31271	-0.442854	22.0832	-2.57797	-0.0249981	22.6632
22.782	0	-0	-13.2621	-4.99135	146.365	-2.87399	-2.34741	-1.21615	-4.03815	-2.34362	47.8388	-2.4965	-2.28307	53.1574	-4.24702	-0.394431	22.3866	-2.48046	0.0297769	22.9827
22.784	0	-0	-13.4913	-4.99135	146.443	-2.88698	-2.3546	-1.17913	-4.06919	-2.30469	47.978	-2.5771	-2.245	53.2767	-4.27653	-0.425964	22.3282	-2.56846	-0.0156951	22.86
22.786	0	-0	-13.1995	-4.88202	146.376	-2.89278	-2.30595	-1.23924	-4.0339	-2.33154	47.6897	-2.47231	-2.27204	52.8884	-4.24113	-0.35325	22.6273	-2.45215	0.0748041	23.1709
22.788	0	-0	-12.9028	-4.77316	146.31	-2.89725	-2.26475	-1.26371	-3.97454	-2.32437	47.406	-2.38827	-2.26592	52.5148	-4.1789	-0.30825	22.9131	-2.36105	0.125373	23.4762
22.79	0	-0	-13.1339	-4.77316	146.381	-2.91033	-2.27237	-1.22874	-4.02015	-2.31445	47.878	-2.44935	-2.25168	51.2393	-4.2311	-0.320854	24.2444	-2.43327	0.113831	23.0197
22.792	0	-0	-12.8029	-4.65872	146.306	-2.91521	-2.21912	-1.29091	-3.97637	-2.34186	47.5541	-2.33396	-2.27926	50.8204	-4.18691	-0.245352	24.5633	-2.30569	0.207756	23.3679
22.794	0	-0	-12.4661	-4.54469	146.231	-2.91886	-2.17459	-1.31578	-3.90734	-2.33365	47.2372	-2.24014	-2.27223	50.416	-4.11447	-0.198721	24.8696	-2.20415	0.259911	23.7078
22.796	0	-0	-12.699	-4.54469	146.296	-2.93193	-2.1836	-1.27895	-3.93979	-2.29528	47.3778	-2.32129	-2.23473	50.5353	-4.14536	-0.229762	24.806	-2.29258	0.215079	23.5768
22.798	0	-0	-12.3567	-4.43102	146.219	-2.9365	-2.12829	-1.34019	-3.89317	-2.32251	47.046	-2.20344	-2.26235	50.1082	-4.09796	-0.154558	25.1311	-2.16216	0.308393	23.9339
22.8	0	-0	-11.9774	-4.31168	146.136	-2.93946	-2.07965	-1.36755	-3.81578	-2.31595	46.6977	-2.09749	-2.25715	49.6678	-4.01676	-0.103943	25.4634	-2.04732	0.365361	24.3068
22.802	0	-0	-11.6222	-4.19857	146.06	-2.94281	-2.03387	-1.38946	-3.74113	-2.30601	46.3713	-2.00056	-2.24868	49.2521	-3.93815	-0.0588982	25.7789	-1.94237	0.415019	24.6578
22.804	0	-0	-11.8573	-4.19857	146.117	-2.95596	-2.04418	-1.35238	-3.77375	-2.26726	46.5118	-2.08242	-2.21073	49.3726	-3.96935	-0.0903436	25.7103	-2.03176	0.369754	24.5224
22.806	0	-0	-11.5298	-4.09211	146.047	-2.96052	-1.98876	-1.40932	-3.72887	-2.29294	46.193	-1.97038	-2.2371	48.9619	-3.92327	-0.0194478	26.0248	-1.90732	0.457368	24.8676
22.808	0	-0	-11.1044	-3.96893	145.958	-2.96237	-1.93461	-1.43987	-3.64307	-2.28938	45.809	-1.85084	-2.23521	48.4866	-3.83318	0.0357207	26.3826	-1.77735	0.519947	25.2799
22.81	0	-0	-11.3409	-3.96893	146.009	-2.97549	-1.94714	-1.39914	-3.67353	-2.24703	45.9509	-1.93533	-2.19365	48.6103	-3.86208	0.00127338	26.3084	-1.87	0.470488	25.1394
22.812	0	-0	-10.975	-3.85839	145.932	-2.97895	-1.88688	-1.45744	-3.62797	-2.30024	45.8819	-1.79323	-2.2387	46.3829	-3.82804	0.0883379	28.4028	-1.72574	0.592213	25.2648
22.814	0	-0	-10.573	-3.74291	145.851	-2.98093	-1.83548	-1.48153	-3.5435	-2.29202	45.5144	-1.6836	-2.23223	45.9383	-3.73905	0.136158	28.737	-1.60681	0.645178	25.6609
22.816	0	-0	-10.8107	-3.74291	145.895	-2.99415	-1.84831	-1.44311	-3.57635	-2.25243	45.6571	-1.76665	-2.19355	46.0593	-3.77036	0.104119	28.6626	-1.69736	0.598952	25.5161
22.818	0	-0	-10.4367	-3.63398	145.819	-2.99724	-1.78624	-1.49995	-3.52022	-2.27769	45.2967	-1.64334	-2.21976	45.6178	-3.71239	0.17603	28.9974	-1.5608	0.687439	25.9068
22.82	0	-0	-10.091	-3.53143	145.749	-3.00015	-1.74032	-1.51711	-3.44564	-2.26652	44.9761	-1.55124	-2.21044	45.2256	-3.63334	0.215555	29.294	-1.46077	0.72998	26.2535
22.822	0	-0	-10.3298	-3.53143	145.787	-3.01348	-1.75254	-1.48263	-3.48118	-2.23065	45.1167	-1.63215	-2.17533	45.3447	-3.6677	0.186457	29.2183	-1.5488	0.6881	26.1078
22.824	0	-0	-9.98088	-3.42957	145.717	-3.01683	-1.69204	-1.53544	-3.42915	-2.25422	44.7768	-1.51716	-2.20006	44.9261	-3.61359	0.25391	29.5366	-1.42099	0.770798	26.477
22.826	0	-0	-9.59753	-3.32338	145.641	-3.01878	-1.64142	-1.55621	-3.34815	-2.24612	44.4258	-1.41349	-2.19402	44.5041	-3.52782	0.297854	29.8545	-1.30807	0.818911	26.8566
22.828	0	-0	-9.24556	-3.22407	145.572	-3.02105	-1.59469	-1.57143	-3.27146	-2.23456	44.1004	-1.32072	-2.18457	44.1144	-3.44629	0.335809	30.1484	-1.20709	0.859254	27.2092
22.83	0	-0	-9.45269	-3.21859	145.597	-3.03384	-1.60459	-1.5403	-3.30121	-2.20051	44.2143	-1.3919	-2.15123	44.2058	-3.4749	0.310679	30.0889	-1.28468	0.822471	27.0877
22.832	0	-0	-9.06639	-3.11519	145.522	-3.03565	-1.53979	-1.59122	-3.23962	-2.22258	43.8443	-1.26871	-2.17498	43.7645	-3.41033	0.378088	30.4229	-1.14774	0.904283	27.4904
22.834	0	-0	-8.71136	-3.01848	145.454	-3.03761	-1.49172	-1.60696	-3.16355	-2.23417	43.6897	-1.15641	-2.17686	41.5699	-3.34689	0.42139	32.4819	-1.04451	0.971163	27.7124
22.836	0	-0	-8.91897	-3.01314	145.472	-3.05034	-1.50407	-1.57267	-3.19192	-2.20074	43.8264	-1.22662	-2.14269	41.3913	-3.37636	0.394866	32.6844	-1.12408	0.935425	27.5702
22.838	0	-0	-8.56216	-2.91765	145.403	-3.0524	-1.44064	-1.62098	-3.13537	-2.22187	43.4735	-1.11235	-2.16523	40.9816	-3.31723	0.45755	32.9927	-0.997208	1.0119	27.9553
22.84	0	-0	-8.16988	-2.81807	145.33	-3.05337	-1.38865	-1.63847	-3.05053	-2.21254	43.1126	-1.00848	-2.1583	40.5689	-3.22699	0.497736	33.3009	-0.883881	1.05503	28.3477
22.842	0	-0	-8.41117	-2.81807	145.347	-3.06689	-1.40418	-1.60358	-3.08672	-2.17667	43.2539	-1.08998	-2.1232	40.6881	-3.26201	0.46868	33.2158	-0.972458	1.01313	28.1894
22.844	0	-0	-8.01646	-2.71967	145.273	-3.06792	-1.33593	-1.65323	-3.02234	-2.19886	42.8715	-0.965522	-2.14716	40.248	-3.1944	0.533918	33.5464	-0.834194	1.09243	28.6071
22.846	0	-0	-7.61894	-2.62239	145.2	-3.06863	-1.28405	-1.66801	-2.93496	-2.18799	42.5092	-0.86177	-2.13891	39.8345	-3.10126	0.571982	33.8553	-0.720947	1.13253	29.0012
22.848	0	-0	-7.8606	-2.62239	145.211	-3.08221	-1.30029	-1.63329	-2.97119	-2.15222	42.6497	-0.94326	-2.1038	39.9539	-3.13647	0.542895	33.7669	-0.809676	1.09073	28.8404
22.85	0	-0	-7.49576	-2.53164	145.141	-3.0835	-1.23436	-1.67909	-2.91214	-2.17294	42.2909	-0.828205	-2.12647	39.5403	-3.07406	0.603577	34.078	-0.681358	1.16419	29.2324
22.852	0	-0	-7.0975	-2.43768	145.069	-3.0838	-1.18131	-1.69427	-2.8253	-2.16373	41.9265	-0.723779	-2.12	39.1293	-2.98136	0.641618	34.3844	-0.56707	1.20442	29.6291
22.854	0	-0	-6.73297	-2.35039	145.003	-3.08456	-1.13495	-1.7014	-2.74163	-2.14856	41.5929	-0.63234	-2.10762	38.7546	-2.89171	0.671692	34.6631	-0.467287	1.2341	29.992
22.856	0	-0	-6.94116	-2.34559	145.001	-3.09754	-1.14529	-1.67475	-2.77478	-2.11936	41.7018	-0.700752	-2.07897	38.8412	-2.9241	0.650157	34.5958	-0.541529	1.20259	29.8621
22.858	0	-0	-6.54274	-2.25534	144.93	-3.09733	-1.07575	-1.7183	-2.70188	-2.1564	41.4065	-0.561656	-2.10326	36.6962	-2.86772	0.709405	36.5786	-0.411487	1.29492	30.2483
22.86	0	-0	-6.1776	-2.17149	144.863	-3.09777	-1.0271	-1.7274	-2.6192	-2.14369	41.0663	-0.469094	-2.09333	36.3261	-2.77908	0.73994	36.852	-0.310222	1.32559	30.6188
22.862	0	-0	-6.41946	-2.17149	144.859	-3.11149	-1.04376	-1.69584	-2.65784	-2.11129	41.2048	-0.548487	-2.0616	36.4419	-2.81687	0.713662	36.7602	-0.396266	1.28774	30.4523
22.864	0	-0	-6.01986	-2.08469	144.788	-3.11083	-0.972483	-1.73945	-2.58937	-2.13134	40.8131	-0.426187	-2.08396	36.0156	-2.74425	0.772309	37.0777	-0.260055	1.3583	30.882
22.866	0	-0	-5.65311	-2.00403	144.722	-3.11096	-0.923552	-1.74767	-2.50615	-2.11899	40.4722	-0.333538	-2.07454	35.6473	-2.65488	0.80182	37.3492	-0.158538	1.38767	31.2531
22.868	0	-0	-5.25137	-1.9205	144.653	-3.11018	-0.869665	-1.75946	-2.41704	-2.10974	40.1032	-0.230056	-2.06836	35.2509	-2.55932	0.83538	37.6424	-0.0449652	1.42221	31.6567
22.87	0	-0	-5.49295	-1.9205	144.641	-3.12402	-0.888153	-1.7267	-2.45459	-2.07608	40.2415	-0.310127	-2.03521	35.3682	-2.5961	0.807912	37.5452	-0.132126	1.38287	31.4857
22.872	0	-0	-5.09101	-1.83878	144.571	-3.12276	-0.815549	-1.7683	-2.38507	-2.09609	39.8484	-0.188203	-2.05789	34.9427	-2.52188	0.864558	37.8624	0.00413649	1.45064	31.9177
22.874	0	-0	-4.72478	-1.7633	144.506	-3.12241	-0.765302	-1.77651	-2.30261	-2.08565	39.5068	-0.0953208	-2.05054	34.5782	-2.43313	0.89344	38.1307	0.106273	1.47944	32.2902
22.876	0	-0	-4.93224	-1.75917	144.484	-3.1355	-0.781604	-1.74484	-2.33247	-2.0521	39.6187	-0.166419	-2.01755	34.6704	-2.46199	0.867998	38.0495	0.028639	1.44249	32.1457
22.878	0	-0	-4.53391	-1.68166	144.416	-3.13362	-0.708794	-1.78426	-2.25109	-2.0879	39.2447	-0.0288106	-2.03735	32.3048	-2.40337	0.916311	40.234	0.149363	1.52728	32.6323
22.88	0	-0	-4.13706	-1.60623	144.349	-3.13201	-0.656123	-1.79159	-2.16036	-2.07628	38.8757	0.0706278	-2.02901	31.9301	-2.30583	0.944372	40.5069	0.258503	1.55469	33.0361
22.882	0	-0	-3.74144	-1.53286	144.283	-3.13022	-0.603484	-1.79836	-2.06978	-2.06487	38.5079	0.169564	-2.02095	31.5589	-2.20842	0.971725	40.7773	0.367196	1.58123	33.439
22.884	0	-0	-3.98178	-1.53286	144.256	-3.13916	-0.597411	-1.79237	-2.12576	-2.054	38.4449	0.103153	-2.01313	31.6141	-2.26116	0.965708	40.7021	0.301981	1.56856	33.4944
22.886	0	-0	-3.58687	-1.4615	144.189	-3.14225	-0.569563	-1.77542	-2.01911	-2.02379	38.2763	0.190776	-1.98376	31.303	-2.1503	0.974038	40.9449	0.391761	1.57201	33.6647
22.888	0	-0	-3.19263	-1.39212	144.123	-3.13948	-0.497077	-1.8095	-1.94707	-2.04001	37.8835	0.306372	-2.00298	30.9055	-2.073	1.02217	41.2366	0.521057	1.6287	34.0976
22.89	0	-0	-2.79887	-1.32469	144.059	-3.13718	-0.444281	-1.81482	-1.85664	-2.02931	37.5174	0.404335	-1.99583	30.5409	-1.97552	1.04758	41.5013	0.628953	1.65287	34.4988
22.892	0	-0	-3.03809	-1.32469	144.023	-3.15126	-0.464578	-1.78449	-1.89528	-1.99824	37.6525	0.32654	-1.96514	30.6547	-2.01369	1.02214	41.3966	0.544346	1.61655	34.3188
22.894	0	-0	-2.67992	-1.26284	143.959	-3.14884	-0.394508	-1.81675	-1.83118	-2.01474	37.2856	0.432389	-1.98466	30.2855	-1.9445	1.06708	41.6659	0.663377	1.66949	34.7216
22.896	0	-0	-2.2923	-1.19988	143.895	-3.14612	-0.341068	-1.82223	-1.74272	-2.00564	36.9218	0.529161	-1.97918	29.9289	-1.84897	1.09184	41.9236	0.770227	1.69309	35.1203
22.898	0	-0	-2.5305	-1.19988	143.852	-3.16023	-0.361619	-1.79265	-1.76588	-1.9887	37.0108	0.468852	-1.94111	28.1437	-1.90149	1.05588	43.6305	0.668016	1.67405	35.0674
22.9	0	-0	-2.14606	-1.13932	143.788	-3.15647	-0.288087	-1.82438	-1.69348	-2.00524	36.6081	0.581825	-1.9596	27.633	-1.82588	1.09886	44.0282	0.791481	1.72666	35.5183
22.902	0	-0	-1.79735	-1.08412	143.725	-3.15427	-0.24014	-1.82529	-1.61105	-1.99296	36.2717	0.66595	-1.95078	27.3193	-1.7366	1.11727	44.2492	0.884351	1.74235	35.8844
22.904	0	-0	-2.00188	-1.08112	143.675	-3.16757	-0.256011	-1.79834	-1.64402	-1.96492	36.3778	0.598832	-1.92343	27.4037	-1.76858	1.09604	44.1622	0.811893	1.7112	35.7316
22.906	0	-0	-1.59095	-1.02238	143.61	-3.16242	-0.180032	-1.8294	-1.56632	-1.98115	35.963	0.716685	-1.94297	27.0165	-1.68504	1.13958	44.4405	0.943729	1.76216	36.1898
22.908	0	-0	-1.21514	-0.968965	143.546	-3.15905	-0.129764	-1.82941	-1.47712	-1.96891	35.6056	0.80704	-1.93447	26.6901	-1.58851	1.15748	44.67	1.04345	1.77694	36.5802
22.91	0	-0	-1.45078	-0.968965	143.491	-3.17322	-0.150901	-1.80159	-1.51682	-1.94057	35.7372	0.73183	-1.90653	26.7991	-1.62778	1.13434	44.5609	0.961988	1.7438	36.394
22.912	0	-0	-1.07687	-0.91784	143.426	-3.16855	-0.0775556	-1.82919	-1.44622	-1.95553	35.3493	0.838704	-1.92481	26.4405	-1.55143	1.17336	44.8159	1.08207	1.78914	36.8201
22.914	0	-0	-1.3115	-0.91784	143.367	-3.18179	-0.0793251	-1.82425	-1.50055	-1.9491	35.4534	0.777705	-1.9184	26.5187	-1.60662	1.16804	44.7303	1.01795	1.78162	36.6646
22.916	0	-0	-0.941215	-0.869232	143.301	-3.17888	-0.0468134	-1.80376	-1.3995	-1.91868	35.1217	0.854394	-1.89196	26.228	-1.49723	1.16891	44.9284	1.10111	1.7725	37.0226
22.918	0	-0	-0.576467	-0.823266	143.236	-3.17378	0.0246617	-1.82792	-1.32923	-1.93184	34.7403	0.957053	-1.90862	25.884	-1.42096	1.20424	45.1705	1.21668	1.81295	37.4407
22.92	0	-0	-0.216992	-0.779934	143.171	-3.16957	0.0746108	-1.82681	-1.22555	-1.93016	34.2964	1.05612	-1.88912	23.9724	-1.33813	1.20477	46.9067	1.29056	1.83458	37.9958
22.922	0	-0	-0.449416	-0.779934	143.104	-3.18377	0.053177	-1.80077	-1.26593	-1.90381	34.4254	0.982917	-1.86323	24.0774	-1.37801	1.18336	46.7955	1.2116	1.80374	37.806
22.924	0	-0	-0.094325	-0.739226	143.039	-3.17816	0.124918	-1.8238	-1.19685	-1.91682	34.0446	1.08236	-1.87951	23.7523	-1.30317	1.21595	47.0194	1.32333	1.84116	38.2225
22.926	0	-0	0.256099	-0.701129	142.974	-3.17356	0.174061	-1.82154	-1.11263	-1.90632	33.697	1.16523	-1.87279	23.4672	-1.21169	1.22834	47.2102	1.41519	1.84965	38.5994
22.928	0	-0	0.571929	-0.667436	142.909	-3.16971	0.220416	-1.81882	-1.03656	-1.89648	33.3749	1.23951	-1.86654	23.2064	-1.12883	1.23907	47.3818	1.4978	1.85651	38.9459
22.93	0	-0	0.372236	-0.665632	142.834	-3.183	0.201264	-1.79415	-1.06969	-1.871	33.478	1.17508	-1.84155	23.2917	-1.16132	1.21923	47.282	1.42816	1.82769	38.7826
22.932	0	-0	0.684911	-0.634388	142.768	-3.17775	0.268516	-1.81307	-1.00861	-1.8826	33.1283	1.26186	-1.85644	23.0035	-1.09463	1.24634	47.4747	1.52629	1.85831	39.1611
22.934	0	-0	0.994277	-0.605452	142.701	-3.17356	0.314388	-1.80955	-0.933785	-1.87339	32.809	1.33422	-1.85083	22.7519	-1.01304	1.25543	47.6369	1.60688	1.86333	39.5029
