t_real	tv	d_tv	W_0x	W_0y	W_0z	W_1x	W_1y	W_1z	W_2x	W_2y	W_2z	W_3x	W_3y	W_3z
10.232	4.89396	0.346885	100.898	100.898	35	114.109	114.109	35	105.722	105.722	35	108.265	108.265	35
10.234	4.89466	0.346854	100.907	100.907	35	114.109	114.109	35	105.722	105.722	35	108.265	108.265	35
10.236	4.89535	0.346824	100.916	100.916	35	114.109	114.109	35	105.722	105.722	35	108.265	108.265	35
10.238	4.89605	0.346793	100.925	100.925	35	114.109	114.109	35	105.722	105.722	35	108.265	108.265	35
10.24	4.89674	0.346762	100.934	100.934	35	114.109	114.109	35	105.722	105.722	35	108.265	108.265	35
10.242	4.89743	0.346731	100.943	100.943	35	114.109	114.109	35	105.722	105.722	35	108.265	108.265	35
10.244	4.89813	0.346701	100.952	100.952	35	114.109	114.109	35	105.722	105.722	35	108.265	108.265	35
10.246	4.89882	0.34667	100.961	100.961	35	114.109	114.109	35	105.722	105.722	35	108.265	108.265	35
10.248	4.89951	0.346639	100.97	100.97	35	114.109	114.109	35	105.722	105.722	35	108.265	108.265	35
10.25	4.90021	0.346609	100.978	100.978	35	114.109	114.109	35	105.722	105.722	35	108.265	108.265	35
10.252	4.9009	0.346578	100.987	100.987	35	114.109	114.109	35	105.722	105.722	35	108.265	108.265	35
10.254	4.90159	0.346547	100.996	100.996	35	114.109	114.109	35	105.722	105.722	35	108.265	108.265	35
10.256	4.90228	0.346517	101.005	101.005	35	114.109	114.109	35	105.722	105.722	35	108.265	108.265	35
10.258	4.90298	0.346486	101.014	101.014	35	114.109	114.109	35	105.722	105.722	35	108.265	108.265	35
10.26	4.90367	0.346455	101.023	101.023	35	114.109	114.109	35	105.722	105.722	35	108.266	108.266	35
10.262	4.90436	0.346425	101.032	101.032	35	114.109	114.109	35	105.722	105.722	35	108.268	108.268	35
10.264	4.90506	0.346394	101.041	101.041	35	114.109	114.109	35	105.722	105.722	35	108.27	108.27	35
10.266	4.90575	0.346363	101.05	101.05	35	114.109	114.109	35	105.722	105.722	35	108.272	108.272	35
10.268	4.90644	0.346333	101.059	101.059	35	114.109	114.109	35	105.722	105.722	35	108.274	108.274	35
10.27	4.90713	0.346302	101.068	101.068	35	114.109	114.109	35	105.722	105.722	35	108.275	108.275	35
10.272	4.90783	0.346271	101.077	101.077	35	114.109	114.109	35	105.722	105.722	35	108.277	108.277	35
10.274	4.90852	0.346241	101.086	101.086	35	114.109	114.109	35	105.722	105.722	35	108.279	108.279	35
10.276	4.90921	0.34621	101.095	101.095	35	114.109	114.109	35	105.722	105.722	35	108.281	108.281	35
10.278	4.9099	0.34618	101.104	101.104	35	114.109	114.109	35	105.722	105.722	35	108.283	108.283	35
10.28	4.9106	0.346149	101.113	101.113	35	114.109	114.109	35	105.722	105.722	35	108.284	108.284	35
10.282	4.91129	0.346118	101.121	101.121	35	114.109	114.109	35	105.722	105.722	35	108.286	108.286	35
10.284	4.91198	0.346088	101.13	101.13	35	114.109	114.109	35	105.722	105.722	35	108.288	108.288	35
10.286	4.91267	0.346057	101.139	101.139	35	114.109	114.109	35	105.722	105.722	35	108.29	108.29	35
10.288	4.91337	0.346027	101.148	101.148	35	114.109	114.109	35	105.722	105.722	35	108.291	108.291	35
10.29	4.91406	0.345996	101.157	101.157	35	114.109	114.109	35	105.722	105.722	35	108.293	108.293	35
10.292	4.91475	0.345965	101.166	101.166	35	114.109	114.109	35	105.722	105.722	35	108.295	108.295	35
10.294	4.91544	0.345935	101.175	101.175	35	114.109	114.109	35	105.722	105.722	35	108.297	108.297	35
10.296	4.91613	0.345904	101.184	101.184	35	114.109	114.109	35	105.722	105.722	35	108.299	108.299	35
10.298	4.91682	0.345874	101.193	101.193	35	114.109	114.109	35	105.722	105.722	35	108.3	108.3	35
10.3	4.91752	0.345843	101.202	101.202	35	114.109	114.109	35	105.722	105.722	35	108.302	108.302	35
10.302	4.91821	0.345813	101.211	101.211	35	114.109	114.109	35	105.722	105.722	35	108.304	108.304	35
10.304	4.9189	0.345782	101.22	101.22	35	114.109	114.109	35	105.722	105.722	35	108.306	108.306	35
10.306	4.91959	0.345752	101.229	101.229	35	114.109	114.109	35	105.722	105.722	35	108.308	108.308	35
10.308	4.92028	0.345721	101.238	101.238	35	114.109	114.109	35	105.722	105.722	35	108.309	108.309	35
10.31	4.92097	0.345691	101.247	101.247	35	114.109	114.109	35	105.722	105.722	35	108.311	108.311	35
10.312	4.92166	0.34566	101.256	101.256	35	114.109	114.109	35	105.722	105.722	35	108.313	108.313	35
10.314	4.92236	0.345629	101.265	101.265	35	114.109	114.109	35	105.722	105.722	35	108.315	108.315	35
10.316	4.92305	0.345599	101.273	101.273	35	114.109	114.109	35	105.722	105.722	35	108.317	108.317	35
10.318	4.92374	0.345568	101.282	101.282	35	114.109	114.109	35	105.722	105.722	35	108.318	108.318	35
10.32	4.92443	0.345538	101.291	101.291	35	114.109	114.109	35	105.722	105.722	35	108.32	108.32	35
10.322	4.92512	0.345507	101.3	101.3	35	114.109	114.109	35	105.722	105.722	35	108.322	108.322	35
10.324	4.92581	0.345477	101.309	101.309	35	114.109	114.109	35	105.722	105.722	35	108.324	108.324	35
10.326	4.9265	0.345446	101.318	101.318	35	114.109	114.109	35	105.722	105.722	35	108.325	108.325	35
10.328	4.92719	0.345416	101.327	101.327	35	114.109	114.109	35	105.722	105.722	35	108.327	108.327	35
10.33	4.92788	0.345386	101.336	101.336	35	114.109	114.109	35	105.722	105.722	35	108.329	108.329	35
10.332	4.92857	0.345355	101.345	101.345	35	114.109	114.109	35	105.722	105.722	35	108.331	108.331	35
10.334	4.92927	0.345325	101.354	101.354	35	114.109	114.109	35	105.722	105.722	35	108.333	108.333	35
10.336	4.92996	0.345294	101.363	101.363	35	114.109	114.109	35	105.722	105.722	35	108.334	108.334	35
10.338	4.93065	0.345264	101.372	101.372	35	114.109	114.109	35	105.722	105.722	35	108.336	108.336	35
10.34	4.93134	0.345233	101.381	101.381	35	114.109	114.109	35	105.722	105.722	35	108.338	108.338	35
10.342	4.93203	0.345203	101.39	101.39	35	114.109	114.109	35	105.722	105.722	35	108.34	108.34	35
10.344	4.93272	0.345172	101.399	101.399	35	114.109	114.109	35	105.722	105.722	35	108.342	108.342	35
10.346	4.93341	0.345142	101.408	101.408	35	114.109	114.109	35	105.722	105.722	35	108.343	108.343	35
10.348	4.9341	0.345112	101.416	101.416	35	114.109	114.109	35	105.722	105.722	35	108.345	108.345	35
10.35	4.93479	0.345081	101.425	101.425	35	114.109	114.109	35	105.722	105.722	35	108.347	108.347	35
10.352	4.93548	0.345051	101.434	101.434	35	114.109	114.109	35	105.722	105.722	35	108.349	108.349	35
10.354	4.93617	0.34502	101.443	101.443	35	114.109	114.109	35	105.722	105.722	35	108.35	108.35	35
10.356	4.93686	0.34499	101.452	101.452	35	114.109	114.109	35	105.722	105.722	35	108.352	108.352	35
10.358	4.93755	0.34496	101.461	101.461	35	114.109	114.109	35	105.722	105.722	35	108.354	108.354	35
10.36	4.93824	0.344929	101.47	101.47	35	114.109	114.109	35	105.722	105.722	35	108.356	108.356	35
10.362	4.93893	0.344899	101.479	101.479	35	114.109	114.109	35	105.722	105.722	35	108.358	108.358	35
10.364	4.93962	0.344868	101.488	101.488	35	114.109	114.109	35	105.722	105.722	35	108.359	108.359	35
10.366	4.94031	0.344859	101.491	101.491	35	114.109	114.109	35	105.722	105.722	35	108.361	108.361	35
10.368	4.941	0.344849	101.494	101.494	35	114.109	114.109	35	105.722	105.722	35	108.363	108.363	35
10.37	4.94169	0.344839	101.497	101.497	35	114.109	114.109	35	105.722	105.722	35	108.365	108.365	35
10.372	4.94238	0.344829	101.5	101.5	35	114.109	114.109	35	105.722	105.722	35	108.367	108.367	35
10.374	4.94307	0.344819	101.502	101.502	35	114.109	114.109	35	105.722	105.722	35	108.368	108.368	35
10.376	4.94376	0.34481	101.505	101.505	35	114.109	114.109	35	105.722	105.722	35	108.37	108.37	35
10.378	4.94445	0.3448	101.508	101.508	35	114.109	114.109	35	105.722	105.722	35	108.372	108.372	35
10.38	4.94514	0.34479	101.511	101.511	35	114.109	114.109	35	105.722	105.722	35	108.374	108.374	35
10.382	4.94582	0.34478	101.514	101.514	35	114.109	114.109	35	105.722	105.722	35	108.376	108.376	35
10.384	4.94651	0.344771	101.517	101.517	35	114.109	114.109	35	105.722	105.722	35	108.377	108.377	35
10.386	4.9472	0.344761	101.52	101.52	35	114.109	114.109	35	105.722	105.722	35	108.379	108.379	35
10.388	4.94789	0.344751	101.523	101.523	35	114.109	114.109	35	105.722	105.722	35	108.381	108.381	35
10.39	4.94858	0.344741	101.525	101.525	35	114.109	114.109	35	105.722	105.722	35	108.383	108.383	35
10.392	4.94927	0.344731	101.528	101.528	35	114.109	114.109	35	105.722	105.722	35	108.384	108.384	35
10.394	4.94996	0.344722	101.531	101.531	35	114.109	114.109	35	105.722	105.722	35	108.386	108.386	35
10.396	4.95065	0.344712	101.534	101.534	35	114.109	114.109	35	105.722	105.722	35	108.388	108.388	35
10.398	4.95134	0.344702	101.537	101.537	35	114.109	114.109	35	105.722	105.722	35	108.39	108.39	35
10.4	4.95203	0.344692	101.54	101.54	35	114.109	114.109	35	105.722	105.722	35	108.392	108.392	35
10.402	4.95272	0.344683	101.543	101.543	35	114.109	114.109	35	105.722	105.722	35	108.393	108.393	35
10.404	4.95341	0.344673	101.546	101.546	35	114.109	114.109	35	105.722	105.722	35	108.395	108.395	35
10.406	4.9541	0.344663	101.548	101.548	35	114.109	114.109	35	105.722	105.722	35	108.397	108.397	35
10.408	4.95479	0.344653	101.551	101.551	35	114.109	114.109	35	105.722	105.722	35	108.399	108.399	35
10.41	4.95548	0.344644	101.554	101.554	35	114.109	114.109	35	105.722	105.722	35	108.401	108.401	35
10.412	4.95617	0.344634	101.557	101.557	35	114.109	114.109	35	105.725	105.725	35	108.402	108.402	35
10.414	4.95685	0.344624	101.56	101.56	35	114.109	114.109	35	105.728	105.728	35	108.404	108.404	35
10.416	4.95754	0.344614	101.563	101.563	35	114.109	114.109	35	105.731	105.731	35	108.412	108.412	35
10.418	4.95823	0.344604	101.566	101.566	35	114.109	114.109	35	105.734	105.734	35	108.42	108.42	35
10.42	4.95892	0.344595	101.569	101.569	35	114.109	114.109	35	105.737	105.737	35	108.428	108.428	35
10.422	4.95961	0.344585	101.571	101.571	35	114.109	114.109	35	105.74	105.74	35	108.436	108.436	35
10.424	4.9603	0.344575	101.574	101.574	35	114.109	114.109	35	105.743	105.743	35	108.443	108.443	35
10.426	4.96099	0.344565	101.577	101.577	35	114.109	114.109	35	105.746	105.746	35	108.451	108.451	35
10.428	4.96168	0.344556	101.58	101.58	35	114.109	114.109	35	105.749	105.749	35	108.459	108.459	35
10.43	4.96237	0.344546	101.583	101.583	35	114.109	114.109	35	105.752	105.752	35	108.467	108.467	35
10.432	4.96306	0.344536	101.586	101.586	35	114.109	114.109	35	105.755	105.755	35	108.475	108.475	35
10.434	4.96375	0.344526	101.589	101.589	35	114.109	114.109	35	105.758	105.758	35	108.483	108.483	35
10.436	4.96444	0.344526	101.589	101.589	35	114.109	114.109	35	105.761	105.761	35	108.49	108.49	35
10.438	4.96512	0.344526	101.589	101.589	35	114.109	114.109	35	105.764	105.764	35	108.498	108.498	35
10.44	4.96581	0.344526	101.589	101.589	35	114.109	114.109	35	105.767	105.767	35	108.506	108.506	35
10.442	4.9665	0.344526	101.589	101.589	35	114.109	114.109	35	105.77	105.77	35	108.514	108.514	35
10.444	4.96719	0.344526	101.589	101.589	35	114.109	114.109	35	105.773	105.773	35	108.522	108.522	35
10.446	4.96788	0.344526	101.589	101.589	35	114.109	114.109	35	105.776	105.776	35	108.53	108.53	35
10.448	4.96857	0.344526	101.589	101.589	35	114.109	114.109	35	105.779	105.779	35	108.538	108.538	35
10.45	4.96926	0.344526	101.589	101.589	35	114.109	114.109	35	105.782	105.782	35	108.545	108.545	35
10.452	4.96995	0.344526	101.589	101.589	35	114.109	114.109	35	105.785	105.785	35	108.553	108.553	35
10.454	4.97064	0.344526	101.589	101.589	35	114.109	114.109	35	105.788	105.788	35	108.561	108.561	35
10.456	4.97133	0.344526	101.589	101.589	35	114.109	114.109	35	105.792	105.792	35	108.569	108.569	35
10.458	4.97202	0.344526	101.589	101.589	35	114.109	114.109	35	105.795	105.795	35	108.577	108.577	35
10.46	4.9727	0.344526	101.589	101.589	35	114.109	114.109	35	105.798	105.798	35	108.585	108.585	35
10.462	4.97339	0.344526	101.589	101.589	35	114.109	114.109	35	105.801	105.801	35	108.592	108.592	35
10.464	4.97408	0.344526	101.589	101.589	35	114.109	114.109	35	105.804	105.804	35	108.6	108.6	35
10.466	4.97477	0.344526	101.589	101.589	35	114.109	114.109	35	105.807	105.807	35	108.608	108.608	35
10.468	4.97546	0.344526	101.589	101.589	35	114.109	114.109	35	105.81	105.81	35	108.616	108.616	35
10.47	4.97615	0.344526	101.589	101.589	35	114.109	114.109	35	105.813	105.813	35	108.624	108.624	35
10.472	4.97684	0.344526	101.589	101.589	35	114.109	114.109	35	105.816	105.816	35	108.632	108.632	35
10.474	4.97753	0.344526	101.589	101.589	35	114.109	114.109	35	105.819	105.819	35	108.64	108.64	35
10.476	4.97822	0.344526	101.589	101.589	35	114.109	114.109	35	105.822	105.822	35	108.647	108.647	35
10.478	4.97891	0.344526	101.589	101.589	35	114.109	114.109	35	105.825	105.825	35	108.655	108.655	35
10.48	4.97959	0.344526	101.589	101.589	35	114.109	114.109	35	105.828	105.828	35	108.663	108.663	35
10.482	4.98028	0.344526	101.589	101.589	35	114.109	114.109	35	105.831	105.831	35	108.671	108.671	35
10.484	4.98097	0.344526	101.589	101.589	35	114.109	114.109	35	105.834	105.834	35	108.679	108.679	35
10.486	4.98166	0.344526	101.589	101.589	35	114.109	114.109	35	105.837	105.837	35	108.687	108.687	35
10.488	4.98235	0.344526	101.589	101.589	35	114.109	114.109	35	105.84	105.84	35	108.695	108.695	35
10.49	4.98304	0.344526	101.589	101.589	35	114.109	114.109	35	105.843	105.843	35	108.702	108.702	35
10.492	4.98373	0.344526	101.589	101.589	35	114.109	114.109	35	105.846	105.846	35	108.71	108.71	35
10.494	4.98442	0.344526	101.589	101.589	35	114.109	114.109	35	105.849	105.849	35	108.718	108.718	35
10.496	4.98511	0.344526	101.589	101.589	35	114.109	114.109	35	105.852	105.852	35	108.726	108.726	35
10.498	4.9858	0.344526	101.589	101.589	35	114.109	114.109	35	105.855	105.855	35	108.734	108.734	35
10.5	4.98649	0.344526	101.589	101.589	35	114.109	114.109	35	105.858	105.858	35	108.742	108.742	35
10.502	4.98717	0.344526	101.589	101.589	35	114.109	114.109	35	105.861	105.861	35	108.749	108.749	35
10.504	4.98786	0.344526	101.589	101.589	35	114.109	114.109	35	105.864	105.864	35	108.757	108.757	35
10.506	4.98855	0.344526	101.589	101.589	35	114.109	114.109	35	105.867	105.867	35	108.765	108.765	35
10.508	4.98924	0.344526	101.589	101.589	35	114.109	114.109	35	105.87	105.87	35	108.773	108.773	35
10.51	4.98993	0.344526	101.589	101.589	35	114.109	114.109	35	105.873	105.873	35	108.781	108.781	35
10.512	4.99062	0.344526	101.589	101.589	35	114.109	114.109	35	105.876	105.876	35	108.789	108.789	35
10.514	4.99131	0.344526	101.589	101.589	35	114.109	114.109	35	105.879	105.879	35	108.797	108.797	35
10.516	4.992	0.344526	101.589	101.589	35	114.109	114.109	35	105.882	105.882	35	108.804	108.804	35
10.518	4.99269	0.344526	101.589	101.589	35	114.109	114.109	35	105.885	105.885	35	108.812	108.812	35
10.52	4.99338	0.344526	101.589	101.589	35	114.109	114.109	35	105.888	105.888	35	108.82	108.82	35
10.522	4.99406	0.344526	101.589	101.589	35	114.109	114.109	35	105.892	105.892	35	108.828	108.828	35
10.524	4.99475	0.344526	101.589	101.589	35	114.109	114.109	35	105.895	105.895	35	108.836	108.836	35
10.526	4.99544	0.344526	101.589	101.589	35	114.109	114.109	35	105.898	105.898	35	108.844	108.844	35
10.528	4.99613	0.344526	101.589	101.589	35	114.109	114.109	35	105.901	105.901	35	108.851	108.851	35
10.53	4.99682	0.344526	101.589	101.589	35	114.109	114.109	35	105.904	105.904	35	108.859	108.859	35
10.532	4.99751	0.344526	101.589	101.589	35	114.109	114.109	35	105.907	105.907	35	108.867	108.867	35
10.534	4.9982	0.344526	101.589	101.589	35	114.109	114.109	35	105.91	105.91	35	108.875	108.875	35
10.536	4.99889	0.344526	101.589	101.589	35	114.109	114.109	35	105.913	105.913	35	108.883	108.883	35
10.538	4.99958	0.344526	101.589	101.589	35	114.109	114.109	35	105.916	105.916	35	108.891	108.891	35
10.54	5.00027	0.344526	101.589	101.589	35	114.109	114.109	35	105.919	105.919	35	108.899	108.899	35
10.542	5.00096	0.344526	101.589	101.589	35	114.109	114.109	35	105.922	105.922	35	108.906	108.906	35
10.544	5.00164	0.344526	101.589	101.589	35	114.109	114.109	35	105.925	105.925	35	108.914	108.914	35
10.546	5.00233	0.344526	101.589	101.589	35	114.109	114.109	35	105.928	105.928	35	108.922	108.922	35
10.548	5.00302	0.344526	101.589	101.589	35	114.109	114.109	35	105.931	105.931	35	108.93	108.93	35
10.55	5.00371	0.344526	101.589	101.589	35	114.109	114.109	35	105.934	105.934	35	108.938	108.938	35
10.552	5.0044	0.344526	101.589	101.589	35	114.109	114.109	35	105.937	105.937	35	108.946	108.946	35
10.554	5.00509	0.344526	101.589	101.589	35	114.109	114.109	35	105.94	105.94	35	108.954	108.954	35
10.556	5.00578	0.344526	101.589	101.589	35	114.109	114.109	35	105.943	105.943	35	108.961	108.961	35
10.558	5.00647	0.344526	101.589	101.589	35	114.109	114.109	35	105.946	105.946	35	108.969	108.969	35
10.56	5.00716	0.344526	101.589	101.589	35	114.109	114.109	35	105.949	105.949	35	108.977	108.977	35
10.562	5.00785	0.344526	101.589	101.589	35	114.109	114.109	35	105.952	105.952	35	108.985	108.985	35
10.564	5.00853	0.344526	101.589	101.589	35	114.109	114.109	35	105.955	105.955	35	108.993	108.993	35
10.566	5.00922	0.344526	101.589	101.589	35	114.109	114.109	35	105.958	105.958	35	109.001	109.001	35
10.568	5.00991	0.344526	101.589	101.589	35	114.109	114.109	35	105.961	105.961	35	109.008	109.008	35
10.57	5.0106	0.344526	101.589	101.589	35	114.109	114.109	35	105.964	105.964	35	109.018	109.018	35
10.572	5.01129	0.344526	101.589	101.589	35	114.109	114.109	35	105.967	105.967	35	109.027	109.027	35
10.574	5.01198	0.344526	101.589	101.589	35	114.109	114.109	35	105.97	105.97	35	109.036	109.036	35
10.576	5.01267	0.344526	101.589	101.589	35	114.109	114.109	35	105.973	105.973	35	109.045	109.045	35
10.578	5.01336	0.344526	101.589	101.589	35	114.109	114.109	35	105.976	105.976	35	109.054	109.054	35
10.58	5.01405	0.344526	101.589	101.589	35	114.109	114.109	35	105.979	105.979	35	109.063	109.063	35
10.582	5.01474	0.344526	101.589	101.589	35	114.109	114.109	35	105.982	105.982	35	109.072	109.072	35
10.584	5.01543	0.344526	101.589	101.589	35	114.109	114.109	35	105.985	105.985	35	109.081	109.081	35
10.586	5.01611	0.344526	101.589	101.589	35	114.109	114.109	35	105.988	105.988	35	109.091	109.091	35
10.588	5.0168	0.344526	101.589	101.589	35	114.109	114.109	35	105.992	105.992	35	109.1	109.1	35
10.59	5.01749	0.344526	101.589	101.589	35	114.109	114.109	35	105.995	105.995	35	109.109	109.109	35
10.592	5.01818	0.344526	101.589	101.589	35	114.109	114.109	35	105.998	105.998	35	109.118	109.118	35
10.594	5.01887	0.344526	101.589	101.589	35	114.109	114.109	35	106.001	106.001	35	109.127	109.127	35
10.596	5.01956	0.344526	101.589	101.589	35	114.109	114.109	35	106.004	106.004	35	109.136	109.136	35
10.598	5.02025	0.344526	101.589	101.589	35	114.109	114.109	35	106.007	106.007	35	109.145	109.145	35
10.6	5.02094	0.344526	101.589	101.589	35	114.109	114.109	35	106.01	106.01	35	109.154	109.154	35
10.602	5.02163	0.344526	101.589	101.589	35	114.112	114.112	35	106.013	106.013	35	109.164	109.164	35
10.604	5.02232	0.344526	101.589	101.589	35	114.115	114.115	35	106.016	106.016	35	109.179	109.179	35
10.606	5.023	0.344526	101.589	101.589	35	114.118	114.118	35	106.019	106.019	35	109.194	109.194	35
10.608	5.02369	0.344526	101.589	101.589	35	114.121	114.121	35	106.022	106.022	35	109.209	109.209	35
10.61	5.02438	0.344526	101.589	101.589	35	114.124	114.124	35	106.025	106.025	35	109.224	109.224	35
10.612	5.02507	0.344526	101.589	101.589	35	114.127	114.127	35	106.028	106.028	35	109.239	109.239	35
10.614	5.02576	0.344526	101.589	101.589	35	114.13	114.13	35	106.031	106.031	35	109.255	109.255	35
10.616	5.02645	0.344526	101.589	101.589	35	114.133	114.133	35	106.034	106.034	35	109.27	109.27	35
10.618	5.02714	0.344526	101.589	101.589	35	114.136	114.136	35	106.037	106.037	35	109.285	109.285	35
10.62	5.02783	0.344526	101.589	101.589	35	114.139	114.139	35	106.04	106.04	35	109.3	109.3	35
10.622	5.02852	0.344526	101.589	101.589	35	114.142	114.142	35	106.043	106.043	35	109.315	109.315	35
10.624	5.02921	0.344526	101.589	101.589	35	114.145	114.145	35	106.046	106.046	35	109.331	109.331	35
10.626	5.0299	0.344526	101.589	101.589	35	114.148	114.148	35	106.049	106.049	35	109.346	109.346	35
10.628	5.03058	0.344526	101.589	101.589	35	114.151	114.151	35	106.052	106.052	35	109.361	109.361	35
10.63	5.03127	0.344526	101.589	101.589	35	114.154	114.154	35	106.055	106.055	35	109.376	109.376	35
10.632	5.03196	0.344516	101.592	101.592	35	114.157	114.157	35	106.064	106.064	35	109.391	109.391	35
10.634	5.03265	0.344506	101.595	101.595	35	114.16	114.16	35	106.073	106.073	35	109.406	109.406	35
10.636	5.03334	0.344495	101.598	101.598	35	114.169	114.169	35	106.082	106.082	35	109.428	109.428	35
10.638	5.03403	0.344485	101.601	101.601	35	114.179	114.179	35	106.092	106.092	35	109.449	109.449	35
10.64	5.03472	0.344475	101.604	101.604	35	114.188	114.188	35	106.101	106.101	35	109.47	109.47	35
10.642	5.03541	0.344465	101.607	101.607	35	114.197	114.197	35	106.11	106.11	35	109.491	109.491	35
10.644	5.0361	0.344454	101.61	101.61	35	114.206	114.206	35	106.119	106.119	35	109.513	109.513	35
10.646	5.03679	0.344444	101.613	101.613	35	114.215	114.215	35	106.128	106.128	35	109.534	109.534	35
10.648	5.03747	0.344434	101.616	101.616	35	114.224	114.224	35	106.137	106.137	35	109.555	109.555	35
10.65	5.03816	0.344424	101.619	101.619	35	114.233	114.233	35	106.146	106.146	35	109.576	109.576	35
10.652	5.03885	0.344413	101.622	101.622	35	114.242	114.242	35	106.155	106.155	35	109.593	109.593	35
10.654	5.03954	0.344403	101.625	101.625	35	114.251	114.251	35	106.164	106.164	35	109.609	109.609	35
10.656	5.04023	0.344393	101.628	101.628	35	114.26	114.26	35	106.173	106.173	35	109.626	109.626	35
10.658	5.04092	0.344383	101.631	101.631	35	114.269	114.269	35	106.182	106.182	35	109.642	109.642	35
10.66	5.04161	0.344372	101.634	101.634	35	114.279	114.279	35	106.192	106.192	35	109.658	109.658	35
10.662	5.0423	0.344362	101.637	101.637	35	114.288	114.288	35	106.201	106.201	35	109.675	109.675	35
10.664	5.04298	0.344352	101.64	101.64	35	114.297	114.297	35	106.21	106.21	35	109.691	109.691	35
10.666	5.04367	0.344341	101.643	101.643	35	114.306	114.306	35	106.219	106.219	35	109.708	109.708	35
10.668	5.04436	0.344331	101.646	101.646	35	114.315	114.315	35	106.228	106.228	35	109.724	109.724	35
10.67	5.04505	0.344321	101.649	101.649	35	114.324	114.324	35	106.237	106.237	35	109.741	109.741	35
10.672	5.04574	0.344311	101.652	101.652	35	114.333	114.333	35	106.246	106.246	35	109.757	109.757	35
10.674	5.04643	0.3443	101.655	101.655	35	114.342	114.342	35	106.255	106.255	35	109.773	109.773	35
10.676	5.04712	0.34429	101.658	101.658	35	114.357	114.357	35	106.264	106.264	35	109.796	109.796	35
10.678	5.0478	0.344259	101.668	101.668	35	114.373	114.373	35	106.273	106.273	35	109.818	109.818	35
10.68	5.04849	0.344229	101.677	101.677	35	114.388	114.388	35	106.282	106.282	35	109.841	109.841	35
10.682	5.04918	0.344198	101.686	101.686	35	114.403	114.403	35	106.292	106.292	35	109.863	109.863	35
10.684	5.04987	0.344167	101.695	101.695	35	114.418	114.418	35	106.301	106.301	35	109.886	109.886	35
10.686	5.05056	0.344136	101.704	101.704	35	114.433	114.433	35	106.31	106.31	35	109.908	109.908	35
10.688	5.05125	0.344105	101.713	101.713	35	114.448	114.448	35	106.319	106.319	35	109.931	109.931	35
10.69	5.05193	0.344075	101.722	101.722	35	114.463	114.463	35	106.328	106.328	35	109.953	109.953	35
10.692	5.05262	0.344044	101.731	101.731	35	114.479	114.479	35	106.337	106.337	35	109.976	109.976	35
10.694	5.05331	0.344013	101.74	101.74	35	114.494	114.494	35	106.346	106.346	35	109.998	109.998	35
10.696	5.054	0.343983	101.749	101.749	35	114.509	114.509	35	106.355	106.355	35	110.021	110.021	35
10.698	5.05469	0.343952	101.758	101.758	35	114.524	114.524	35	106.364	106.364	35	110.043	110.043	35
10.7	5.05537	0.343921	101.768	101.768	35	114.539	114.539	35	106.373	106.373	35	110.066	110.066	35
10.702	5.05606	0.34389	101.777	101.777	35	114.554	114.554	35	106.382	106.382	35	110.088	110.088	35
10.704	5.05675	0.34386	101.786	101.786	35	114.569	114.569	35	106.392	106.392	35	110.111	110.111	35
10.706	5.05744	0.343829	101.795	101.795	35	114.585	114.585	35	106.401	106.401	35	110.133	110.133	35
10.708	5.05813	0.343798	101.804	101.804	35	114.6	114.6	35	106.41	106.41	35	110.156	110.156	35
10.71	5.05881	0.343768	101.813	101.813	35	114.615	114.615	35	106.419	106.419	35	110.178	110.178	35
10.712	5.0595	0.343737	101.822	101.822	35	114.63	114.63	35	106.428	106.428	35	110.201	110.201	35
10.714	5.06019	0.343706	101.831	101.831	35	114.645	114.645	35	106.437	106.437	35	110.223	110.223	35
10.716	5.06087	0.343675	101.84	101.84	35	114.66	114.66	35	106.446	106.446	35	110.246	110.246	35
10.718	5.06156	0.343645	101.849	101.849	35	114.676	114.676	35	106.455	106.455	35	110.268	110.268	35
10.72	5.06225	0.343614	101.858	101.858	35	114.691	114.691	35	106.464	106.464	35	110.291	110.291	35
10.722	5.06294	0.343583	101.868	101.868	35	114.706	114.706	35	106.473	106.473	35	110.313	110.313	35
10.724	5.06362	0.343553	101.877	101.877	35	114.721	114.721	35	106.482	106.482	35	110.336	110.336	35
10.726	5.06431	0.343522	101.886	101.886	35	114.736	114.736	35	106.492	106.492	35	110.358	110.358	35
10.728	5.065	0.343491	101.895	101.895	35	114.751	114.751	35	106.501	106.501	35	110.381	110.381	35
10.73	5.06568	0.343461	101.904	101.904	35	114.766	114.766	35	106.51	106.51	35	110.403	110.403	35
10.732	5.06637	0.34343	101.913	101.913	35	114.782	114.782	35	106.519	106.519	35	110.426	110.426	35
10.734	5.06706	0.3434	101.922	101.922	35	114.797	114.797	35	106.528	106.528	35	110.448	110.448	35
10.736	5.06774	0.343369	101.931	101.931	35	114.812	114.812	35	106.537	106.537	35	110.47	110.47	35
10.738	5.06843	0.343338	101.94	101.94	35	114.827	114.827	35	106.546	106.546	35	110.493	110.493	35
10.74	5.06912	0.343308	101.949	101.949	35	114.842	114.842	35	106.555	106.555	35	110.515	110.515	35
10.742	5.0698	0.343277	101.958	101.958	35	114.857	114.857	35	106.564	106.564	35	110.538	110.538	35
10.744	5.07049	0.343246	101.968	101.968	35	114.873	114.873	35	106.573	106.573	35	110.56	110.56	35
10.746	5.07118	0.343216	101.977	101.977	35	114.888	114.888	35	106.582	106.582	35	110.583	110.583	35
