t_real	tv	d_tv	p_c_x	p_c_y	p_c_z	Rc_00	Rc_01	Rc_02	Rc_10	Rc_11	Rc_12	Rc_20	Rc_21	Rc_22	p_d_x	p_d_y	p_d_z	Rd_00	Rd_01	Rd_02	Rd_10	Rd_11	Rd_12	Rd_20	Rd_21	Rd_22
4.148	2.54615	0.44196	0.0731103	0.00494191	0.298779	0.998861	0.0290313	0.0378676	-0.0249875	0.994346	-0.103206	-0.0406497	0.102142	0.993939	0.0765321	-0.00397939	0.316563	0.999926	0.0121109	0.00104126	-0.0121319	0.999656	0.0232622	-0.000759172	-0.0232732	0.999729
4.15	2.54703	0.441875	0.0730868	0.00492213	0.298986	0.99888	0.0290243	0.0373698	-0.0250566	0.994409	-0.102581	-0.0401383	0.10153	0.994022	0.0764926	-0.00397939	0.316754	0.999926	0.0121106	0.00104394	-0.012132	0.999645	0.0237055	-0.000756481	-0.0237164	0.999718
4.152	2.54792	0.441791	0.0730868	0.00492213	0.298986	0.99888	0.0290243	0.0373698	-0.0250566	0.994409	-0.102581	-0.0401383	0.10153	0.994022	0.0764523	-0.00397939	0.316944	0.999926	0.0121104	0.00104662	-0.0121321	0.999635	0.0241487	-0.00075379	-0.0241596	0.999708
4.154	2.5488	0.441706	0.0730635	0.0049033	0.299183	0.998898	0.0290177	0.0369001	-0.0251216	0.994469	-0.101987	-0.0396554	0.100947	0.994101	0.0764113	-0.00397939	0.317134	0.999926	0.0121101	0.0010493	-0.0121323	0.999624	0.0245917	-0.000751099	-0.0246026	0.999697
4.156	2.54968	0.441622	0.0730389	0.00488486	0.29938	0.998915	0.029011	0.0364357	-0.0251853	0.994528	-0.101391	-0.0391778	0.100364	0.994179	0.0763695	-0.00397939	0.317323	0.999926	0.0121098	0.00105198	-0.0121324	0.999613	0.0250346	-0.000748409	-0.0250455	0.999686
4.158	2.55057	0.441537	0.0730389	0.00488486	0.29938	0.998915	0.029011	0.0364357	-0.0251853	0.994528	-0.101391	-0.0391778	0.100364	0.994179	0.0763271	-0.00397939	0.317513	0.999926	0.0121096	0.00105466	-0.0121325	0.999602	0.0254774	-0.00074572	-0.0254883	0.999675
4.16	2.55145	0.441453	0.0730145	0.00486798	0.299566	0.998931	0.0290044	0.0360002	-0.0252446	0.994584	-0.100826	-0.0387296	0.0998097	0.994252	0.0762839	-0.00397939	0.317702	0.999926	0.0121093	0.00105734	-0.0121327	0.99959	0.02592	-0.000743032	-0.0259309	0.999663
4.162	2.55233	0.441369	0.0729873	0.00485079	0.299762	0.998947	0.0289972	0.0355438	-0.025306	0.994643	-0.100228	-0.0382597	0.0992226	0.994329	0.07624	-0.00397939	0.317891	0.999926	0.012109	0.00106002	-0.0121328	0.999579	0.0263626	-0.000740344	-0.0263735	0.999652
4.164	2.55322	0.441284	0.0729873	0.00485079	0.299762	0.998947	0.0289972	0.0355438	-0.025306	0.994643	-0.100228	-0.0382597	0.0992226	0.994329	0.0761953	-0.00397939	0.31808	0.999926	0.0121088	0.00106269	-0.0121329	0.999567	0.026805	-0.000737657	-0.0268159	0.99964
4.166	2.5541	0.4412	0.0729589	0.00483424	0.299959	0.998964	0.0289895	0.0350895	-0.0253663	0.994701	-0.0996268	-0.0377918	0.0986335	0.994406	0.0761499	-0.00397939	0.318269	0.999926	0.0121085	0.00106537	-0.012133	0.999555	0.0272473	-0.000734971	-0.0272582	0.999628
4.168	2.55498	0.441116	0.0729292	0.00481831	0.300155	0.99898	0.0289815	0.0346366	-0.0254257	0.99476	-0.0990244	-0.0373249	0.0980427	0.994482	0.0761039	-0.00397939	0.318457	0.999926	0.0121082	0.00106804	-0.0121332	0.999543	0.0276894	-0.000732285	-0.0277003	0.999616
4.17	2.55586	0.441032	0.0729292	0.00481831	0.300155	0.99898	0.0289815	0.0346366	-0.0254257	0.99476	-0.0990244	-0.0373249	0.0980427	0.994482	0.076057	-0.00397939	0.318645	0.999926	0.012108	0.00107072	-0.0121333	0.999531	0.0281314	-0.0007296	-0.0281424	0.999604
4.172	2.55674	0.440947	0.0728949	0.00480143	0.300372	0.998997	0.0289722	0.0341365	-0.0254903	0.994825	-0.0983569	-0.0368095	0.0973882	0.994566	0.0760095	-0.00397939	0.318833	0.999926	0.0121077	0.00107339	-0.0121334	0.999518	0.0285733	-0.000726916	-0.0285843	0.999591
4.174	2.55763	0.440863	0.0728626	0.00478678	0.300568	0.999013	0.0289634	0.033684	-0.0255478	0.994883	-0.0977517	-0.0363429	0.0967947	0.994641	0.0759612	-0.00397939	0.319021	0.999926	0.0121074	0.00107606	-0.0121335	0.999505	0.0290151	-0.000724232	-0.029026	0.999578
4.176	2.55851	0.440779	0.0728626	0.00478678	0.300568	0.999013	0.0289634	0.033684	-0.0255478	0.994883	-0.0977517	-0.0363429	0.0967947	0.994641	0.0759123	-0.00397939	0.319209	0.999926	0.0121071	0.00107873	-0.0121337	0.999492	0.0294568	-0.000721549	-0.0294677	0.999565
4.178	2.55939	0.440695	0.0728309	0.00477326	0.300754	0.999027	0.0289548	0.0332554	-0.0256015	0.994938	-0.0971761	-0.0359007	0.0962302	0.994711	0.0758626	-0.00397939	0.319396	0.999926	0.0121068	0.0010814	-0.0121338	0.999479	0.0298983	-0.000718867	-0.0299092	0.999552
4.18	2.56027	0.440611	0.0727984	0.00475979	0.30094	0.999042	0.0289462	0.0328274	-0.0256548	0.994993	-0.0965981	-0.0354592	0.0956633	0.994782	0.0758122	-0.00397939	0.319583	0.999926	0.0121066	0.00108407	-0.0121339	0.999466	0.0303397	-0.000716185	-0.0303506	0.999539
4.182	2.56115	0.440527	0.0727984	0.00475979	0.30094	0.999042	0.0289462	0.0328274	-0.0256548	0.994993	-0.0965981	-0.0354592	0.0956633	0.994782	0.075761	-0.00397939	0.31977	0.999926	0.0121063	0.00108674	-0.012134	0.999452	0.0307809	-0.000713504	-0.0307919	0.999526
4.184	2.56203	0.440443	0.0727633	0.0047456	0.301137	0.999057	0.028937	0.0323761	-0.0257103	0.99505	-0.0959878	-0.0349934	0.0950648	0.994856	0.0757092	-0.00397939	0.319957	0.999926	0.012106	0.00108941	-0.0121341	0.999439	0.0312221	-0.000710824	-0.031233	0.999512
4.186	2.56291	0.440359	0.0727633	0.0047456	0.301137	0.999057	0.028937	0.0323761	-0.0257103	0.99505	-0.0959878	-0.0349934	0.0950648	0.994856	0.0756567	-0.00397939	0.320143	0.999926	0.0121057	0.00109208	-0.0121342	0.999425	0.0316631	-0.000708145	-0.031674	0.999498
4.188	2.56379	0.440275	0.0727292	0.00473218	0.301324	0.999071	0.0289283	0.0319485	-0.0257624	0.995105	-0.0954099	-0.0345522	0.0944982	0.994925	0.0756034	-0.00397939	0.320329	0.999926	0.0121054	0.00109474	-0.0121344	0.999411	0.0321039	-0.000705466	-0.0321149	0.999484
4.19	2.56467	0.440191	0.0726923	0.00471803	0.301521	0.999085	0.0289191	0.0314968	-0.0258169	0.995161	-0.0948003	-0.0340859	0.0939005	0.994998	0.0755494	-0.00397939	0.320515	0.999926	0.0121052	0.00109741	-0.0121345	0.999397	0.0325447	-0.000702788	-0.0325556	0.99947
4.192	2.56555	0.440107	0.0726586	0.00470537	0.301698	0.999098	0.0289109	0.0310919	-0.0258652	0.995212	-0.0942551	-0.033668	0.0933659	0.995062	0.0754947	-0.00397939	0.320701	0.999926	0.0121049	0.00110007	-0.0121346	0.999382	0.0329853	-0.000700111	-0.0329962	0.999455
4.194	2.56643	0.440023	0.0726566	0.00470463	0.301709	0.999099	0.0289104	0.031068	-0.0258681	0.995215	-0.0942231	-0.0336434	0.0933345	0.995066	0.0754394	-0.00397939	0.320886	0.999926	0.0121046	0.00110274	-0.0121347	0.999368	0.0334257	-0.000697434	-0.0334367	0.999441
4.196	2.56731	0.43994	0.072616	0.00468974	0.301918	0.999114	0.0289008	0.0305903	-0.0259244	0.995274	-0.0935819	-0.0331503	0.092706	0.995142	0.0753833	-0.00397939	0.321072	0.999926	0.0121043	0.0011054	-0.0121348	0.999353	0.0338661	-0.000694758	-0.033877	0.999426
4.198	2.56819	0.439856	0.0725766	0.00467559	0.302116	0.999128	0.0288917	0.030135	-0.0259776	0.99533	-0.092973	-0.0326804	0.0921091	0.995212	0.0753265	-0.00397939	0.321257	0.999926	0.012104	0.00110806	-0.0121349	0.999338	0.0343063	-0.000692083	-0.0343172	0.999411
4.2	2.56907	0.439806	0.0725383	0.00466229	0.302305	0.999141	0.028883	0.0297053	-0.0260274	0.995382	-0.0923949	-0.0322368	0.0915425	0.995279	0.075269	-0.00397939	0.321441	0.999926	0.0121037	0.00111072	-0.012135	0.999322	0.0347464	-0.000689409	-0.0347573	0.999396
4.202	2.56995	0.439755	0.0725361	0.00466155	0.302315	0.999142	0.0288826	0.0296815	-0.0260301	0.995385	-0.0923628	-0.0322122	0.0915109	0.995283	0.0752107	-0.00397939	0.321626	0.999926	0.0121034	0.00111338	-0.0121351	0.999307	0.0351864	-0.000686734	-0.0351973	0.99938
4.204	2.57083	0.439705	0.0724968	0.00464838	0.302504	0.999155	0.0288739	0.0292545	-0.0260791	0.995437	-0.0917836	-0.0317712	0.0909431	0.995349	0.0751518	-0.00397939	0.32181	0.999926	0.0121031	0.00111604	-0.0121352	0.999292	0.0356262	-0.000684061	-0.0356372	0.999365
4.206	2.57171	0.439655	0.0724543	0.00463462	0.302704	0.999168	0.0288646	0.0288057	-0.02613	0.995492	-0.0911714	-0.0313075	0.0903429	0.995419	0.0750922	-0.00397939	0.321994	0.999926	0.0121028	0.0011187	-0.0121353	0.999276	0.036066	-0.000681388	-0.0360769	0.999349
4.208	2.57259	0.439605	0.0724543	0.00463462	0.302704	0.999168	0.0288646	0.0288057	-0.02613	0.995492	-0.0911714	-0.0313075	0.0903429	0.995419	0.0750319	-0.00397939	0.322178	0.999926	0.0121025	0.00112136	-0.0121354	0.99926	0.0365057	-0.000678716	-0.0365166	0.999333
4.21	2.57347	0.439555	0.0723899	0.00461459	0.302998	0.999187	0.0288508	0.0281461	-0.0262037	0.995573	-0.0902684	-0.0306258	0.0894575	0.99552	0.0749708	-0.00397939	0.322361	0.999926	0.0121022	0.00112401	-0.0121355	0.999244	0.0369453	-0.000676044	-0.0369562	0.999317
4.212	2.57435	0.439504	0.0723805	0.00461175	0.30304	0.99919	0.0288488	0.0280519	-0.0262141	0.995584	-0.0901393	-0.0305285	0.089331	0.995534	0.0749091	-0.00397939	0.322544	0.999926	0.0121019	0.00112667	-0.0121356	0.999227	0.0373848	-0.000673372	-0.0373957	0.9993
4.214	2.57523	0.439454	0.0723449	0.00460116	0.303199	0.9992	0.0288413	0.0276987	-0.0262528	0.995627	-0.0896553	-0.0301633	0.0888564	0.995588	0.0748466	-0.00397939	0.322727	0.999926	0.0121017	0.00112933	-0.0121357	0.999211	0.0378241	-0.000670702	-0.037835	0.999284
4.216	2.57611	0.439404	0.0722989	0.00458786	0.303399	0.999213	0.0288317	0.0272507	-0.0263014	0.995681	-0.089042	-0.0297003	0.0882552	0.995655	0.0747835	-0.00397939	0.32291	0.999926	0.0121014	0.00113198	-0.0121358	0.999194	0.0382634	-0.000668031	-0.0382743	0.999267
4.218	2.57698	0.439354	0.072252	0.00457468	0.3036	0.999225	0.028822	0.0268018	-0.0263494	0.995734	-0.0884286	-0.0292362	0.0876539	0.995722	0.0747197	-0.00397939	0.323092	0.999926	0.0121011	0.00113464	-0.0121359	0.999177	0.0387025	-0.000665362	-0.0387134	0.99925
4.22	2.57786	0.439304	0.0722065	0.00456229	0.30379	0.999237	0.0288128	0.0263754	-0.0263945	0.995784	-0.0878474	-0.0287954	0.0870842	0.995785	0.0746551	-0.00397939	0.323274	0.999926	0.0121008	0.00113729	-0.012136	0.99916	0.0391416	-0.000662693	-0.0391525	0.999233
4.222	2.57874	0.439254	0.0722065	0.00456229	0.30379	0.999237	0.0288128	0.0263754	-0.0263945	0.995784	-0.0878474	-0.0287954	0.0870842	0.995785	0.0745899	-0.00397939	0.323456	0.999926	0.0121004	0.00113994	-0.0121361	0.999143	0.0395805	-0.000660024	-0.0395914	0.999216
4.224	2.57962	0.439204	0.0721602	0.00455	0.303981	0.999248	0.0288036	0.0259476	-0.0264391	0.995834	-0.0872662	-0.0283531	0.0865146	0.995847	0.074524	-0.00397939	0.323638	0.999926	0.0121001	0.0011426	-0.0121362	0.999125	0.0400193	-0.000657356	-0.0400302	0.999198
4.226	2.5805	0.439153	0.0721077	0.00453642	0.304193	0.999261	0.0287932	0.0254725	-0.026488	0.995889	-0.0866205	-0.0278619	0.0858817	0.995916	0.0744574	-0.00397939	0.323819	0.999926	0.0120998	0.00114525	-0.0121363	0.999108	0.040458	-0.000654689	-0.0404689	0.999181
4.228	2.58138	0.439103	0.0721077	0.00453642	0.304193	0.999261	0.0287932	0.0254725	-0.026488	0.995889	-0.0866205	-0.0278619	0.0858817	0.995916	0.0743901	-0.00397939	0.324	0.999926	0.0120995	0.0011479	-0.0121364	0.99909	0.0408966	-0.000652022	-0.0409075	0.999163
4.23	2.58225	0.439053	0.0720594	0.00452423	0.304385	0.999272	0.0287837	0.0250477	-0.0265311	0.995938	-0.0860392	-0.0274225	0.085312	0.995977	0.0743221	-0.00397939	0.324181	0.999926	0.0120992	0.00115055	-0.0121364	0.999072	0.0413351	-0.000649356	-0.041346	0.999145
4.232	2.58313	0.439003	0.0720076	0.0045114	0.304586	0.999283	0.0287735	0.024601	-0.0265756	0.99599	-0.0854256	-0.0269603	0.0847105	0.996041	0.0742534	-0.00397939	0.324361	0.999926	0.0120989	0.0011532	-0.0121365	0.999053	0.0417735	-0.000646691	-0.0417844	0.999126
4.234	2.58401	0.438953	0.0720076	0.0045114	0.304586	0.999283	0.0287735	0.024601	-0.0265756	0.99599	-0.0854256	-0.0269603	0.0847105	0.996041	0.074184	-0.00397939	0.324541	0.999926	0.0120986	0.00115584	-0.0121366	0.999035	0.0422118	-0.000644026	-0.0422227	0.999108
4.236	2.58489	0.438903	0.0719547	0.00449859	0.304788	0.999294	0.0287631	0.0241554	-0.0266194	0.996041	-0.0848119	-0.0264993	0.0841091	0.996104	0.074114	-0.00397939	0.324721	0.999926	0.0120983	0.00115849	-0.0121367	0.999016	0.0426499	-0.000641362	-0.0426608	0.999089
4.238	2.58577	0.438853	0.0719037	0.00448647	0.30498	0.999305	0.028753	0.0237343	-0.0266599	0.99609	-0.0842311	-0.0260634	0.0835398	0.996164	0.0740432	-0.00397939	0.324901	0.999926	0.012098	0.00116114	-0.0121368	0.998998	0.0430879	-0.000638698	-0.0430989	0.999071
4.24	2.58664	0.438803	0.0719008	0.0044858	0.304991	0.999305	0.0287524	0.0237109	-0.0266622	0.996092	-0.0841989	-0.0260392	0.0835082	0.996167	0.0739718	-0.00397939	0.32508	0.999926	0.0120977	0.00116379	-0.0121369	0.998979	0.0435259	-0.000636035	-0.0435368	0.999052
4.242	2.58752	0.438753	0.071846	0.00447302	0.305193	0.999316	0.0287415	0.0232667	-0.0267041	0.996143	-0.0835861	-0.0255793	0.0829077	0.996229	0.0738997	-0.00397939	0.325259	0.999926	0.0120974	0.00116643	-0.012137	0.998959	0.0439637	-0.000633372	-0.0439746	0.999032
4.244	2.5884	0.438703	0.071796	0.0044616	0.305374	0.999326	0.0287315	0.0228689	-0.026741	0.996188	-0.0830381	-0.0251675	0.0823706	0.996284	0.0738269	-0.00397939	0.325438	0.999926	0.012097	0.00116907	-0.012137	0.99894	0.0444014	-0.00063071	-0.0444123	0.999013
4.246	2.58928	0.438653	0.0717901	0.00446026	0.305396	0.999327	0.0287303	0.022822	-0.0267453	0.996193	-0.0829737	-0.025119	0.0823074	0.99629	0.0737534	-0.00397939	0.325616	0.999926	0.0120967	0.00117172	-0.0121371	0.99892	0.0448389	-0.000628049	-0.0448498	0.998994
4.248	2.59015	0.438603	0.0717332	0.0044475	0.305598	0.999337	0.0287189	0.0223766	-0.0267857	0.996242	-0.0823614	-0.0246579	0.0817075	0.996351	0.0736792	-0.00397939	0.325794	0.999926	0.0120964	0.00117436	-0.0121372	0.998901	0.0452764	-0.000625388	-0.0452873	0.998974
4.25	2.59103	0.438553	0.0716784	0.00443541	0.305791	0.999347	0.0287078	0.0219536	-0.0268234	0.996289	-0.0817817	-0.0242199	0.0811394	0.996408	0.0736044	-0.00397939	0.325972	0.999926	0.0120961	0.001177	-0.0121373	0.998881	0.0457137	-0.000622728	-0.0457246	0.998954
4.252	2.59191	0.438503	0.0716784	0.00443541	0.305791	0.999347	0.0287078	0.0219536	-0.0268234	0.996289	-0.0817817	-0.0242199	0.0811394	0.996408	0.0735289	-0.00397939	0.32615	0.999926	0.0120958	0.00117964	-0.0121373	0.998861	0.046151	-0.000620069	-0.0461619	0.998934
4.254	2.59278	0.438453	0.0716226	0.0044234	0.305983	0.999356	0.0286968	0.0215325	-0.0268604	0.996336	-0.0812022	-0.0237839	0.0805716	0.996465	0.0734527	-0.00397939	0.326327	0.999926	0.0120955	0.00118229	-0.0121374	0.99884	0.0465881	-0.00061741	-0.046599	0.998913
4.256	2.59366	0.438403	0.0715658	0.00441148	0.306176	0.999365	0.0286856	0.0211149	-0.0268966	0.996382	-0.0806223	-0.0233512	0.0800032	0.996521	0.0733758	-0.00397939	0.326504	0.999926	0.0120951	0.00118492	-0.0121375	0.99882	0.047025	-0.000614752	-0.047036	0.998893
4.258	2.59454	0.438353	0.0715658	0.00441148	0.306176	0.999365	0.0286856	0.0211149	-0.0268966	0.996382	-0.0806223	-0.0233512	0.0800032	0.996521	0.0732983	-0.00397939	0.32668	0.999926	0.0120948	0.00118756	-0.0121376	0.998799	0.0474619	-0.000612095	-0.0474728	0.998872
4.26	2.59541	0.438304	0.0715048	0.00439899	0.306379	0.999375	0.0286738	0.0206768	-0.026934	0.99643	-0.0800097	-0.0228972	0.0794028	0.99658	0.0732201	-0.00397939	0.326856	0.999926	0.0120945	0.0011902	-0.0121376	0.998778	0.0478986	-0.000609438	-0.0479096	0.998851
4.262	2.59629	0.438254	0.0714393	0.00438595	0.306593	0.999385	0.0286613	0.0202177	-0.0269725	0.996481	-0.0793647	-0.0224213	0.0787705	0.996641	0.0731412	-0.00397939	0.327032	0.999926	0.0120942	0.00119284	-0.0121377	0.998757	0.0483353	-0.000606782	-0.0483462	0.99883
4.264	2.59717	0.438204	0.0714393	0.00438595	0.306593	0.999385	0.0286613	0.0202177	-0.0269725	0.996481	-0.0793647	-0.0224213	0.0787705	0.996641	0.0730617	-0.00397939	0.327208	0.999926	0.0120938	0.00119548	-0.0121378	0.998736	0.0487718	-0.000604126	-0.0487827	0.998809
4.266	2.59804	0.438154	0.071376	0.00437365	0.306796	0.999394	0.0286493	0.0197826	-0.0270083	0.996528	-0.0787519	-0.0219701	0.0781699	0.996698	0.0729814	-0.00397939	0.327383	0.999926	0.0120935	0.00119811	-0.0121378	0.998715	0.0492081	-0.000601471	-0.0492191	0.998788
4.268	2.59892	0.438104	0.071315	0.00436207	0.306988	0.999402	0.0286378	0.0193708	-0.0270416	0.996573	-0.0781714	-0.021543	0.0776008	0.996752	0.0729006	-0.00397939	0.327558	0.999926	0.0120932	0.00120075	-0.0121379	0.998693	0.0496444	-0.000598817	-0.0496553	0.998766
4.27	2.5998	0.438054	0.071315	0.00436207	0.306988	0.999402	0.0286378	0.0193708	-0.0270416	0.996573	-0.0781714	-0.021543	0.0776008	0.996752	0.072819	-0.00397939	0.327732	0.999926	0.0120929	0.00120338	-0.012138	0.998671	0.0500805	-0.000596164	-0.0500914	0.998744
4.272	2.60067	0.438004	0.071253	0.00435056	0.30718	0.99941	0.0286262	0.0189587	-0.0270743	0.996618	-0.0775909	-0.0211157	0.0770318	0.996805	0.0727368	-0.00397939	0.327907	0.999926	0.0120925	0.00120601	-0.012138	0.998649	0.0505165	-0.000593511	-0.0505274	0.998722
4.274	2.60155	0.437955	0.071183	0.00433786	0.307394	0.999419	0.0286132	0.0185005	-0.02711	0.996667	-0.0769457	-0.0206405	0.0763995	0.996864	0.072654	-0.00397939	0.32808	0.999926	0.0120922	0.00120864	-0.0121381	0.998627	0.0509524	-0.000590859	-0.0509633	0.9987
4.276	2.60242	0.437905	0.0711188	0.0043266	0.307587	0.999427	0.0286014	0.0180911	-0.0271414	0.996711	-0.0763642	-0.0202158	0.0758294	0.996916	0.0725704	-0.00397939	0.328254	0.999926	0.0120919	0.00121128	-0.0121381	0.998605	0.0513882	-0.000588207	-0.0513991	0.998678
4.278	2.6033	0.437855	0.0711152	0.00432598	0.307598	0.999428	0.0286008	0.0180685	-0.0271431	0.996713	-0.0763319	-0.0201923	0.0757977	0.996919	0.0724862	-0.00397939	0.328427	0.999926	0.0120915	0.00121391	-0.0121382	0.998582	0.0518238	-0.000585557	-0.0518347	0.998656
4.28	2.60418	0.437805	0.0710387	0.00431305	0.307822	0.999436	0.0285867	0.0175956	-0.0271784	0.996764	-0.0756517	-0.0197013	0.0751309	0.996979	0.0724014	-0.00397939	0.3286	0.999926	0.0120912	0.00121654	-0.0121383	0.99856	0.0522593	-0.000582906	-0.0522702	0.998633
4.282	2.60505	0.437755	0.070972	0.00430213	0.308014	0.999444	0.0285743	0.017193	-0.0272075	0.996807	-0.075067	-0.0192831	0.0745575	0.99703	0.0723159	-0.00397939	0.328773	0.999926	0.0120909	0.00121917	-0.0121383	0.998537	0.0526947	-0.000580257	-0.0527056	0.99861
4.284	2.60593	0.437706	0.070972	0.00430213	0.308014	0.999444	0.0285743	0.017193	-0.0272075	0.996807	-0.075067	-0.0192831	0.0745575	0.99703	0.0722298	-0.00397939	0.328945	0.999926	0.0120905	0.00122179	-0.0121384	0.998514	0.0531299	-0.000577608	-0.0531408	0.998587
4.286	2.6068	0.437656	0.0709004	0.00429078	0.308217	0.999451	0.0285607	0.0167698	-0.0272373	0.996853	-0.074449	-0.0188434	0.0739514	0.997084	0.072143	-0.00397939	0.329117	0.999926	0.0120902	0.00122442	-0.0121384	0.998491	0.053565	-0.00057496	-0.0535759	0.998564
4.288	2.60768	0.437606	0.0708236	0.004279	0.30843	0.999459	0.0285459	0.0163254	-0.0272674	0.9969	-0.0737981	-0.0183815	0.073313	0.99714	0.0720555	-0.00397939	0.329288	0.999926	0.0120899	0.00122705	-0.0121385	0.998467	0.054	-0.000572313	-0.0540109	0.99854
4.29	2.60855	0.437556	0.0708236	0.004279	0.30843	0.999459	0.0285459	0.0163254	-0.0272674	0.9969	-0.0737981	-0.0183815	0.073313	0.99714	0.0719674	-0.00397939	0.329459	0.999926	0.0120895	0.00122967	-0.0121385	0.998444	0.0544349	-0.000569666	-0.0544458	0.998517
4.292	2.60943	0.437507	0.0707494	0.00426799	0.308633	0.999466	0.0285314	0.0159035	-0.027295	0.996945	-0.0731795	-0.0179428	0.0727063	0.997192	0.0718787	-0.00397939	0.32963	0.999926	0.0120892	0.0012323	-0.0121386	0.99842	0.0548696	-0.00056702	-0.0548805	0.998493
4.294	2.6103	0.437457	0.0706739	0.00425714	0.308835	0.999473	0.0285165	0.0154812	-0.0273217	0.99699	-0.0725607	-0.0175038	0.0720995	0.997244	0.0717893	-0.00397939	0.3298	0.999926	0.0120888	0.00123492	-0.0121386	0.998396	0.0553042	-0.000564375	-0.0553151	0.998469
4.296	2.61118	0.437407	0.0706739	0.00425714	0.308835	0.999473	0.0285165	0.0154812	-0.0273217	0.99699	-0.0725607	-0.0175038	0.0720995	0.997244	0.0716992	-0.00397939	0.32997	0.999926	0.0120885	0.00123754	-0.0121387	0.998372	0.0557387	-0.000561731	-0.0557496	0.998445
4.298	2.61205	0.437358	0.0705971	0.00424644	0.309038	0.99948	0.0285012	0.0150582	-0.0273475	0.997034	-0.0719418	-0.017064	0.0714926	0.997295	0.0716085	-0.00397939	0.33014	0.999926	0.0120882	0.00124016	-0.0121387	0.998347	0.056173	-0.000559087	-0.0561839	0.99842
4.3	2.61293	0.437308	0.0705232	0.00423645	0.30923	0.999487	0.0284863	0.0146563	-0.0273712	0.997075	-0.0713553	-0.0166461	0.0709175	0.997343	0.0715172	-0.00397939	0.330309	0.999926	0.0120878	0.00124279	-0.0121388	0.998323	0.0566072	-0.000556444	-0.0566181	0.998396
4.302	2.6138	0.437258	0.0705232	0.00423645	0.30923	0.999487	0.0284863	0.0146563	-0.0273712	0.997075	-0.0713553	-0.0166461	0.0709175	0.997343	0.0714253	-0.00397939	0.330478	0.999926	0.0120875	0.00124541	-0.0121388	0.998298	0.0570412	-0.000553802	-0.0570522	0.998371
4.304	2.61467	0.437209	0.0704439	0.00422604	0.309433	0.999493	0.0284703	0.0142321	-0.0273954	0.997119	-0.0707373	-0.016205	0.0703116	0.997393	0.0713327	-0.00397939	0.330647	0.999926	0.0120871	0.00124802	-0.0121389	0.998273	0.0574752	-0.00055116	-0.0574861	0.998346
4.306	2.61555	0.437159	0.0703634	0.0042157	0.309636	0.9995	0.0284543	0.0138104	-0.0274188	0.997162	-0.0701199	-0.0157664	0.0697061	0.997443	0.0712394	-0.00397939	0.330815	0.999926	0.0120868	0.00125064	-0.0121389	0.998248	0.057909	-0.000548519	-0.0579199	0.998321
4.308	2.61642	0.437109	0.0703634	0.0042157	0.309636	0.9995	0.0284543	0.0138104	-0.0274188	0.997162	-0.0701199	-0.0157664	0.0697061	0.997443	0.0711455	-0.00397939	0.330982	0.999926	0.0120864	0.00125326	-0.012139	0.998223	0.0583426	-0.000545879	-0.0583535	0.998296
4.31	2.6173	0.43706	0.0702859	0.00420595	0.309828	0.999506	0.0284389	0.0134127	-0.0274403	0.997202	-0.0695354	-0.0153527	0.0691329	0.997489	0.071051	-0.00397939	0.33115	0.999926	0.0120861	0.00125588	-0.012139	0.998197	0.0587762	-0.00054324	-0.0587871	0.99827
4.312	2.61817	0.43701	0.0702029	0.00419569	0.310031	0.999512	0.0284226	0.0129942	-0.0274622	0.997244	-0.0689187	-0.0149172	0.0685282	0.997538	0.0709559	-0.00397939	0.331317	0.999926	0.0120857	0.00125849	-0.012139	0.998172	0.0592095	-0.000540601	-0.0592205	0.998245
4.314	2.61905	0.43696	0.0702029	0.00419569	0.310031	0.999512	0.0284226	0.0129942	-0.0274622	0.997244	-0.0689187	-0.0149172	0.0685282	0.997538	0.0708601	-0.00397939	0.331484	0.999926	0.0120854	0.00126111	-0.0121391	0.998146	0.0596428	-0.000537963	-0.0596537	0.998219
4.316	2.61992	0.436911	0.0701186	0.00418547	0.310233	0.999517	0.0284061	0.0125761	-0.0274833	0.997286	-0.0683024	-0.0144822	0.0679238	0.997585	0.0707637	-0.00397939	0.33165	0.999926	0.012085	0.00126372	-0.0121391	0.99812	0.0600759	-0.000535326	-0.0600868	0.998193
4.318	2.62079	0.436861	0.070033	0.00417529	0.310436	0.999523	0.0283895	0.012158	-0.0275038	0.997327	-0.0676863	-0.0140471	0.0673197	0.997633	0.0706667	-0.00397939	0.331816	0.999926	0.0120847	0.00126633	-0.0121392	0.998094	0.0605089	-0.00053269	-0.0605198	0.998167
4.32	2.62167	0.436812	0.070033	0.00417529	0.310436	0.999523	0.0283895	0.012158	-0.0275038	0.997327	-0.0676863	-0.0140471	0.0673197	0.997633	0.070569	-0.00397939	0.331981	0.999926	0.0120843	0.00126895	-0.0121392	0.998068	0.0609417	-0.000530054	-0.0609526	0.998141
4.322	2.62254	0.436762	0.0699461	0.00416514	0.310638	0.999528	0.0283727	0.0117393	-0.0275236	0.997369	-0.0670704	-0.0136114	0.0667157	0.997679	0.0704708	-0.00397939	0.332146	0.999926	0.012084	0.00127156	-0.0121392	0.998041	0.0613744	-0.000527419	-0.0613853	0.998114
4.324	2.62341	0.436713	0.0698626	0.00415554	0.31083	0.999534	0.0283566	0.0113418	-0.0275419	0.997407	-0.0664871	-0.0131977	0.0661438	0.997723	0.0703719	-0.00397939	0.332311	0.999926	0.0120836	0.00127417	-0.0121393	0.998014	0.061807	-0.000524785	-0.0618179	0.998087
