t_real	tv	d_tv	e_p_x	e_p_y	e_p_z	e_o_x	e_o_y	e_o_z	e_v_lin_x	e_v_lin_y	e_v_lin_z	e_v_ang_x	e_v_ang_y	e_v_ang_z
8.494	4.27907	0.356275	0.00336469	-0.000871392	-0.0155852	-0.000192434	-0.0483613	-0.00164459	-0.0388624	-0.00612211	0.0369866	-0.0502465	-0.0407778	0.00987877
8.496	4.27979	0.356275	0.00352132	-0.000871392	-0.0155895	-0.000408139	-0.0483599	-0.00164971	0.078319	0	-0.00216502	-0.0754238	0.000581522	-0.00361653
8.498	4.2805	0.356275	0.00344382	-0.000883517	-0.0155156	-0.000552001	-0.0484745	-0.00161824	-0.0387541	-0.00606269	0.0369781	-0.0506314	-0.0400983	0.00979733
8.5	4.28121	0.356275	0.00338981	-0.000894331	-0.0154497	-0.000703762	-0.0485761	-0.00159053	-0.0270054	-0.0054068	0.0329614	-0.0533593	-0.0354976	0.00841371
8.502	4.28192	0.356275	0.00354648	-0.000894331	-0.0154525	-0.000920228	-0.0485746	-0.00159569	0.0783359	0	-0.00142859	-0.0756887	0.00057855	-0.00364579
8.504	4.28264	0.356275	0.00349247	-0.000905053	-0.0153862	-0.00107286	-0.048675	-0.00156803	-0.0270055	-0.00536089	0.0331479	-0.0536628	-0.0350784	0.00839189
8.506	4.28335	0.356275	0.00343836	-0.000915684	-0.01532	-0.00122607	-0.0487744	-0.00154036	-0.0270514	-0.00531556	0.0331304	-0.0538659	-0.0347483	0.00839003
8.508	4.28406	0.356275	0.00336063	-0.000927393	-0.0152462	-0.00137279	-0.0488842	-0.00150898	-0.038865	-0.00585444	0.0368976	-0.0516302	-0.0383852	0.00974466
8.51	4.28477	0.356275	0.00351733	-0.000927393	-0.0152471	-0.00159027	-0.0488827	-0.0015142	0.0783476	0	-0.000446501	-0.0760411	0.000573815	-0.00368659
8.512	4.28549	0.356275	0.00345103	-0.000938418	-0.0151765	-0.00174133	-0.0489864	-0.00148458	-0.0331513	-0.00551281	0.035291	-0.0531316	-0.0362502	0.00909403
8.514	4.2862	0.356275	0.00338452	-0.000949354	-0.0151059	-0.00189247	-0.0490897	-0.00145486	-0.0332506	-0.00546763	0.0352832	-0.0531586	-0.0360983	0.00912916
8.516	4.28691	0.356275	0.00354122	-0.000949354	-0.0151053	-0.0021107	-0.0490882	-0.00146012	0.0783483	0	0.000290122	-0.0763049	0.00057071	-0.00371536
8.518	4.28763	0.356275	0.00347512	-0.000960216	-0.0150348	-0.00226307	-0.0491907	-0.00143065	-0.0330513	-0.00543104	0.0352671	-0.0535884	-0.0358361	0.00903553
8.52	4.28834	0.356275	0.00342112	-0.000970435	-0.0149684	-0.00241975	-0.0492862	-0.00140325	-0.0270005	-0.00510982	0.0332136	-0.0550758	-0.0333901	0.0082716
8.522	4.28905	0.356275	0.0035778	-0.000970435	-0.0149663	-0.00263874	-0.0492848	-0.00140855	0.0783422	0	0.00102672	-0.0765682	0.000567737	-0.00374354
8.524	4.28976	0.356275	0.00348903	-0.000982272	-0.0148891	-0.00278608	-0.0493943	-0.00137593	-0.0443845	-0.00591853	0.0385918	-0.0518579	-0.0382921	0.0101896
8.526	4.29048	0.356275	0.00342386	-0.000992904	-0.0148194	-0.00294091	-0.0494915	-0.00134702	-0.0325863	-0.00531582	0.0348645	-0.0544419	-0.0339516	0.00881824
8.528	4.29119	0.356275	0.00338213	-0.00100235	-0.0147568	-0.00310306	-0.049577	-0.00132175	-0.0208649	-0.00472534	0.0313099	-0.0569711	-0.0298879	0.00747795
8.53	4.2919	0.356275	0.00352711	-0.00100291	-0.0147493	-0.00331968	-0.0495806	-0.0013253	0.0724889	-0.000277053	0.00373903	-0.0757528	-0.00121758	-0.0031214
8.532	4.29261	0.356275	0.00346204	-0.0010134	-0.0146793	-0.00347583	-0.0496752	-0.00129642	-0.0325352	-0.00524525	0.0349831	-0.0549059	-0.0330663	0.00879968
8.534	4.29333	0.356275	0.00339688	-0.00102382	-0.0146094	-0.00363249	-0.0497689	-0.0012675	-0.0325773	-0.00521008	0.0349786	-0.0550809	-0.0327521	0.00881178
8.536	4.29404	0.356275	0.00355348	-0.00102382	-0.0146039	-0.00385323	-0.0497675	-0.00127289	0.0783008	0	0.00274498	-0.0771806	0.000559468	-0.00381143
8.538	4.29475	0.356275	0.00348813	-0.00103417	-0.0145334	-0.00401062	-0.0498605	-0.00124392	-0.032675	-0.00517585	0.0352585	-0.0553366	-0.0325251	0.00882518
8.54	4.29546	0.356275	0.00342268	-0.00104446	-0.0144629	-0.00416814	-0.0499531	-0.00121492	-0.032725	-0.00514541	0.0352471	-0.0553828	-0.0323297	0.00883094
8.542	4.29618	0.356275	0.00357923	-0.00104446	-0.0144559	-0.00438963	-0.0499516	-0.00122036	0.0782715	0	0.00348102	-0.0774423	0.00055625	-0.00383891
8.544	4.29689	0.356275	0.00351399	-0.00105472	-0.0143853	-0.00454828	-0.0500433	-0.0011917	-0.0326211	-0.0051272	0.0353113	-0.0557747	-0.032046	0.00870524
8.546	4.2976	0.356275	0.00346056	-0.0010644	-0.0143182	-0.00471086	-0.0501289	-0.00116507	-0.0267132	-0.00484214	0.0335233	-0.0571312	-0.0299015	0.00795762
8.548	4.29831	0.356275	0.00339553	-0.00107459	-0.0142481	-0.00487065	-0.050218	-0.00113681	-0.0325126	-0.00509645	0.0350624	-0.056171	-0.0311285	0.00855597
8.55	4.29903	0.356275	0.00355198	-0.00107459	-0.0142392	-0.00509314	-0.0502165	-0.0011423	0.0782217	0	0.00446192	-0.0777904	0.000551281	-0.00387717
8.552	4.29974	0.356275	0.00348689	-0.00108476	-0.0141687	-0.00525364	-0.0503044	-0.00111413	-0.0325413	-0.00508183	0.0352418	-0.0564173	-0.0307206	0.00852067
8.554	4.30045	0.356275	0.00343335	-0.00109436	-0.0141014	-0.00541782	-0.0503868	-0.00108775	-0.0267708	-0.00480161	0.0336334	-0.0576869	-0.0287748	0.00785769
8.556	4.30116	0.356275	0.00358971	-0.00109436	-0.014091	-0.00564106	-0.0503853	-0.00109327	0.0781763	0	0.00519714	-0.078051	0.000548208	-0.00390364
8.558	4.30188	0.356275	0.00353593	-0.00110394	-0.0140232	-0.00580584	-0.0504671	-0.00106689	-0.0268855	-0.00478969	0.0339177	-0.0579012	-0.0285575	0.0078555
8.56	4.30259	0.356275	0.00347019	-0.00111403	-0.0139521	-0.00596773	-0.050553	-0.00103869	-0.0328704	-0.00504341	0.0355541	-0.0569015	-0.030012	0.00852047
8.562	4.3033	0.356275	0.00362644	-0.00111403	-0.0139402	-0.00619171	-0.0505515	-0.00104425	0.078124	0	0.00593191	-0.0783111	0.000545087	-0.00392996
8.564	4.30401	0.356275	0.00356027	-0.00112409	-0.0138685	-0.00635418	-0.0506371	-0.00101601	-0.0330863	-0.0050315	0.0358775	-0.0571071	-0.0299169	0.00853305
8.566	4.30473	0.356275	0.00349373	-0.00113414	-0.0137966	-0.00651666	-0.0507226	-0.000987724	-0.0332691	-0.00502309	0.0359285	-0.057109	-0.029849	0.00854715
8.568	4.30544	0.356275	0.00364986	-0.00113414	-0.0137833	-0.00674138	-0.0507211	-0.000993328	0.0780648	0	0.00666615	-0.0785707	0.000541774	-0.00395661
8.57	4.30615	0.356275	0.00358343	-0.00114419	-0.0137113	-0.00690477	-0.0508063	-0.000965399	-0.0332177	-0.00502681	0.0359885	-0.0574242	-0.0297521	0.00841756
8.572	4.30686	0.356275	0.00351712	-0.00115425	-0.0136397	-0.00706877	-0.0508904	-0.000937774	-0.0331506	-0.00503239	0.0357988	-0.0576374	-0.0293932	0.00830476
8.574	4.30758	0.356275	0.00367312	-0.00115425	-0.0136249	-0.00729424	-0.050889	-0.000943416	0.0779987	0	0.00739979	-0.0788297	0.000538489	-0.00398319
8.576	4.30829	0.356275	0.00360681	-0.00116433	-0.0135531	-0.00745892	-0.0509718	-0.000916003	-0.0331533	-0.00503862	0.0358978	-0.0578716	-0.0289413	0.0082263
8.578	4.309	0.356275	0.00354045	-0.00117442	-0.0134815	-0.00762395	-0.0510535	-0.000888698	-0.0331819	-0.00504515	0.0358023	-0.0579957	-0.0285358	0.00818355
8.58	4.30971	0.356275	0.00347393	-0.00118453	-0.01341	-0.00778929	-0.0511343	-0.000861437	-0.0332589	-0.00505164	0.0357531	-0.0581019	-0.0282047	0.00816466
8.582	4.31043	0.356275	0.00362973	-0.00118453	-0.0133933	-0.00801575	-0.0511328	-0.000867131	0.0778998	0	0.00837696	-0.0791743	0.000533294	-0.0040203
8.584	4.31114	0.356275	0.00356291	-0.00119464	-0.0133213	-0.00818161	-0.0512128	-0.000839882	-0.0334103	-0.00505836	0.0359889	-0.0582825	-0.0279528	0.00815778
8.586	4.31185	0.356275	0.00349575	-0.00120477	-0.0132493	-0.00834771	-0.0512924	-0.000812605	-0.0335822	-0.00506557	0.0360156	-0.0583693	-0.027781	0.00816485
8.588	4.31256	0.356275	0.00365138	-0.00120477	-0.013231	-0.00857491	-0.0512909	-0.000818337	0.0778176	0	0.00910899	-0.0794321	0.000529983	-0.00404625
8.59	4.31328	0.356275	0.00358373	-0.00121492	-0.0131584	-0.00874149	-0.0513702	-0.00079103	-0.0338285	-0.0050734	0.0363174	-0.0585349	-0.0276792	0.00817375
8.592	4.31399	0.356275	0.00352774	-0.00122454	-0.0130888	-0.00891024	-0.0514449	-0.000765716	-0.0221225	-0.00454397	0.0334207	-0.060414	-0.0246118	0.00681792
8.594	4.3147	0.356275	0.0036832	-0.00122454	-0.0130691	-0.00913817	-0.0514434	-0.000771484	0.0777285	0	0.0098402	-0.0796895	0.000526778	-0.00407181
8.596	4.31541	0.356275	0.00362736	-0.00123419	-0.0129994	-0.00930683	-0.0515176	-0.000747151	-0.0279172	-0.00482345	0.0348573	-0.0592363	-0.0259246	0.00711016
8.598	4.31613	0.356275	0.00357166	-0.00124386	-0.01293	-0.00947545	-0.0515907	-0.000723821	-0.0278499	-0.00483748	0.0346937	-0.0592118	-0.0255212	0.00675773
8.6	4.31684	0.356275	0.00371521	-0.0012444	-0.0129062	-0.00970078	-0.0515934	-0.000728035	0.0717727	-0.000269121	0.0119131	-0.078793	-0.000910582	-0.00350386
8.602	4.31755	0.356275	0.00364778	-0.00125465	-0.0128339	-0.00986638	-0.0516692	-0.0007041	-0.0337138	-0.00512404	0.0361217	-0.058162	-0.0264739	0.00700367
8.604	4.31826	0.356275	0.00380291	-0.00125465	-0.0128118	-0.0100955	-0.0516677	-0.000709926	0.0775648	0	0.0110569	-0.0801175	0.00052264	-0.00411215
8.606	4.31898	0.356275	0.00373537	-0.00126494	-0.0127393	-0.0102615	-0.0517423	-0.00068678	-0.0337701	-0.00514315	0.0362581	-0.0582942	-0.026052	0.00672504
8.608	4.31969	0.356275	0.00366769	-0.00127526	-0.0126669	-0.0104277	-0.0518159	-0.000664194	-0.0338413	-0.00516357	0.036199	-0.0583633	-0.0257086	0.00652599
8.61	4.3204	0.356275	0.0038226	-0.00127526	-0.0126433	-0.0106576	-0.0518144	-0.000670055	0.0774574	0	0.0117857	-0.0803735	0.000519893	-0.00413738
8.612	4.32111	0.356275	0.0037546	-0.00128563	-0.0125705	-0.0108243	-0.0518873	-0.000647884	-0.0339981	-0.00518447	0.0364244	-0.0585103	-0.0254398	0.00637809
8.614	4.32183	0.356275	0.00368629	-0.00129605	-0.0124976	-0.0109909	-0.0519596	-0.000625968	-0.034155	-0.00520586	0.036432	-0.0584879	-0.0252469	0.00628857
8.616	4.32254	0.356275	0.00361799	-0.00130649	-0.0124251	-0.0111561	-0.0520314	-0.000604699	-0.0341504	-0.0052243	0.0362701	-0.0580008	-0.025094	0.00607383
8.618	4.32325	0.356275	0.0037726	-0.00130649	-0.0123996	-0.0113869	-0.05203	-0.00061061	0.0773035	0	0.0127557	-0.080714	0.000515695	-0.00417269
8.62	4.32397	0.356275	0.00370432	-0.00131699	-0.012327	-0.0115523	-0.052101	-0.000590349	-0.0341385	-0.00524882	0.0362868	-0.0580541	-0.0248027	0.00572109
8.622	4.32468	0.356275	0.00364778	-0.00132698	-0.0122572	-0.0117212	-0.0521671	-0.000572334	-0.0282704	-0.00499484	0.0349079	-0.0592393	-0.0230877	0.0048936
8.624	4.32539	0.356275	0.00360289	-0.00133646	-0.0121899	-0.0118935	-0.0522285	-0.000556351	-0.0224486	-0.00473778	0.0336334	-0.0604528	-0.0214446	0.00414154
8.626	4.3261	0.356275	0.00374544	-0.00133702	-0.0121601	-0.0121219	-0.0522307	-0.000561038	0.0712764	-0.000279456	0.0149	-0.0798356	-0.000772682	-0.0037217
8.628	4.32682	0.356275	0.00367684	-0.00134766	-0.0120878	-0.0122875	-0.0522985	-0.000543214	-0.0342996	-0.00532118	0.0361554	-0.0581323	-0.0236853	0.00486236
8.63	4.32753	0.356275	0.00361971	-0.00135779	-0.0120179	-0.0124568	-0.0523619	-0.000527169	-0.0285644	-0.00506583	0.0349609	-0.0593775	-0.0221649	0.00419756
8.632	4.32824	0.356275	0.00376198	-0.00135835	-0.0119867	-0.0126859	-0.0523641	-0.000531952	0.0711345	-0.000282201	0.0155944	-0.0800913	-0.000743944	-0.00376709
8.634	4.32895	0.356275	0.00366913	-0.00137024	-0.0119095	-0.0128451	-0.0524377	-0.000512751	-0.0464237	-0.00594304	0.0386052	-0.0558744	-0.0257062	0.00541894
8.636	4.32967	0.356275	0.00382296	-0.00137024	-0.0118796	-0.0130781	-0.0524362	-0.000518767	0.0769131	0	0.0149308	-0.0814769	0.000509336	-0.00424612
8.638	4.33038	0.356275	0.00375303	-0.00138106	-0.0118064	-0.0132448	-0.0525023	-0.000502265	-0.0349634	-0.00540765	0.0365832	-0.0584596	-0.0230729	0.00439209
8.64	4.33109	0.356275	0.00369435	-0.00139136	-0.0117354	-0.0134152	-0.0525646	-0.000487068	-0.02934	-0.00515127	0.0355246	-0.059759	-0.0217689	0.00389302
8.642	4.3318	0.356275	0.00363528	-0.00140171	-0.0116643	-0.0135845	-0.0526269	-0.000472034	-0.0295355	-0.0051771	0.0355325	-0.0594006	-0.0217529	0.00384498
8.644	4.33252	0.356275	0.00377691	-0.00140229	-0.0116304	-0.0138149	-0.0526289	-0.000476952	0.0708159	-0.000288337	0.0169861	-0.0805513	-0.000732742	-0.003837
8.646	4.33323	0.356275	0.00370596	-0.00141328	-0.0115571	-0.0139798	-0.0526947	-0.000461938	-0.0354753	-0.00549727	0.0366476	-0.0578157	-0.0229721	0.00389059
8.648	4.33394	0.356275	0.00364677	-0.00142377	-0.0114863	-0.0141483	-0.0527561	-0.000449062	-0.0295964	-0.00524335	0.0354071	-0.0590958	-0.0214613	0.0030976
8.65	4.33465	0.356275	0.0037999	-0.00142377	-0.011453	-0.0143831	-0.0527547	-0.00045516	0.076567	0	0.0166143	-0.082067	0.000504849	-0.00430369
8.652	4.33537	0.356275	0.00374047	-0.00143433	-0.011382	-0.014552	-0.0528151	-0.00044301	-0.029715	-0.00528037	0.0355365	-0.0592306	-0.0211341	0.0028405
8.654	4.33608	0.356275	0.00366901	-0.00144556	-0.011309	-0.0147175	-0.0528781	-0.00043035	-0.0357313	-0.00561552	0.0364785	-0.0580134	-0.0220131	0.00305734
8.656	4.33679	0.356275	0.00359722	-0.00145688	-0.0112362	-0.0148832	-0.0529404	-0.000418004	-0.0358956	-0.0056593	0.0364156	-0.0580725	-0.0217433	0.00294411
8.658	4.3375	0.356275	0.00374992	-0.00145688	-0.011201	-0.0151189	-0.0529389	-0.000424149	0.0763528	0	0.0175728	-0.0824028	0.000502668	-0.00433687
8.66	4.33822	0.356275	0.0036776	-0.00146829	-0.0111278	-0.0152849	-0.0530006	-0.000411987	-0.0361633	-0.00570392	0.03663	-0.0582142	-0.0215411	0.00287703
8.662	4.33893	0.356275	0.00361662	-0.00147918	-0.0110564	-0.0154549	-0.0530585	-0.000400856	-0.0304876	-0.0054455	0.0356652	-0.0595514	-0.0202581	0.00247074
8.664	4.33964	0.356275	0.00375712	-0.00147979	-0.0110179	-0.0156876	-0.0530604	-0.000406074	0.0702487	-0.000303723	0.0192629	-0.0813744	-0.000649541	-0.00398125
8.666	4.34035	0.356275	0.0036836	-0.00149138	-0.0109441	-0.0158538	-0.0531214	-0.000393999	-0.036761	-0.00579493	0.0368917	-0.0582635	-0.0213372	0.00284622
8.668	4.34107	0.356275	0.00383573	-0.00149138	-0.0109066	-0.0160907	-0.05312	-0.000400197	0.076068	0	0.0187671	-0.0828214	0.000501015	-0.00437441
8.67	4.34178	0.356275	0.003774	-0.00150244	-0.0108346	-0.01626	-0.0531779	-0.000389421	-0.0308671	-0.00553013	0.0359932	-0.0593218	-0.0202543	0.00235724
8.672	4.34249	0.356275	0.00371239	-0.00151358	-0.010763	-0.0164294	-0.0532355	-0.000379183	-0.0308032	-0.00557109	0.0357937	-0.0593596	-0.0200972	0.00216653
8.674	4.3432	0.356275	0.00363898	-0.00152543	-0.01069	-0.0165951	-0.0532951	-0.000368493	-0.0367049	-0.00592614	0.0365173	-0.0580976	-0.0208515	0.00236454
8.676	4.34392	0.356275	0.00379064	-0.00152543	-0.0106505	-0.016833	-0.0532937	-0.000374738	0.0758268	0	0.0197191	-0.0831551	0.000499178	-0.00440687
8.678	4.34463	0.356275	0.00371707	-0.00153738	-0.0105773	-0.0169992	-0.0533521	-0.000364385	-0.036786	-0.00597417	0.0365977	-0.0582355	-0.0204342	0.0022419
8.68	4.34534	0.356275	0.00364335	-0.00154943	-0.0105044	-0.0171655	-0.0534095	-0.000354222	-0.0368569	-0.00602294	0.0364894	-0.0582937	-0.020061	0.00217083
8.682	4.34605	0.356275	0.00358125	-0.00156093	-0.0104332	-0.0173358	-0.053463	-0.000345005	-0.0310486	-0.00575143	0.0355901	-0.0596703	-0.0186954	0.00179101
8.684	4.34677	0.356275	0.0037324	-0.00156093	-0.0103918	-0.0175746	-0.0534616	-0.000351296	0.0755736	0	0.0206681	-0.0834879	0.000497468	-0.00443891
8.686	4.34748	0.356275	0.00365799	-0.00157317	-0.0103185	-0.0177415	-0.0535175	-0.000341247	-0.0372061	-0.00611953	0.0366486	-0.0584906	-0.019532	0.00212347
8.688	4.34819	0.356275	0.00359506	-0.00158485	-0.0102469	-0.0179121	-0.0535699	-0.000332025	-0.0314649	-0.00584304	0.0358306	-0.0597671	-0.018323	0.0017892
8.69	4.3489	0.356275	0.00352033	-0.00159728	-0.010174	-0.0180778	-0.0536252	-0.000322201	-0.0373662	-0.00621408	0.0364556	-0.0580626	-0.0193328	0.00205479
8.692	4.34962	0.356275	0.00367094	-0.00159728	-0.0101307	-0.0183176	-0.0536238	-0.000328536	0.0753086	0	0.0216138	-0.0838197	0.00049577	-0.00447054
8.694	4.35033	0.356275	0.00359627	-0.00160982	-0.0100579	-0.0184836	-0.0536784	-0.000319243	-0.0373394	-0.00626886	0.0364393	-0.0581703	-0.0190947	0.00186611
8.696	4.35104	0.356275	0.00353351	-0.0016218	-0.00998688	-0.0186537	-0.053729	-0.000311143	-0.0313769	-0.005991	0.0354957	-0.0595724	-0.0176749	0.0013977
8.698	4.35175	0.356275	0.00368372	-0.0016218	-0.00994224	-0.0188941	-0.0537275	-0.00031751	0.0751021	0	0.0223209	-0.084068	0.000494946	-0.0044928
8.7	4.35247	0.356275	0.00360897	-0.00163456	-0.00986958	-0.0190607	-0.0537798	-0.00030887	-0.037373	-0.00637983	0.0363264	-0.0583453	-0.0182674	0.0016276
8.702	4.35318	0.356275	0.00353411	-0.00164744	-0.00979716	-0.0192273	-0.053831	-0.00030037	-0.0374291	-0.00643816	0.0362143	-0.0583894	-0.0178867	0.00157367
8.704	4.35389	0.356275	0.00368389	-0.00164744	-0.0097511	-0.0194685	-0.0538295	-0.000306769	0.0748889	0	0.023026	-0.0843157	0.00049413	-0.00451494
8.706	4.3546	0.356275	0.00362051	-0.00165974	-0.00967971	-0.0196395	-0.0538771	-0.000299114	-0.0316894	-0.00615352	0.0356962	-0.0598778	-0.0166307	0.00122791
8.708	4.35532	0.356275	0.00354499	-0.00167285	-0.00960699	-0.0198066	-0.0539267	-0.000290671	-0.0377589	-0.00655305	0.0363607	-0.058551	-0.0173365	0.00154631
8.71	4.35603	0.356275	0.00356396	-0.00168049	-0.00954485	-0.0200053	-0.0539545	-0.000288472	0.0568952	-0.00104015	0.0257381	-0.0804649	-0.00230402	-0.00357819
8.712	4.35674	0.356275	0.00361826	-0.00168608	-0.00948635	-0.020216	-0.0539743	-0.000288621	0.0271529	-0.00279176	0.0292534	-0.0737011	-0.00691587	-0.00197273
8.714	4.35745	0.356275	0.0035065	-0.00170151	-0.00940959	-0.0203704	-0.0540313	-0.0002779	-0.0558799	-0.00771784	0.0383791	-0.054152	-0.0199188	0.00249066
8.716	4.35817	0.356275	0.00365539	-0.00170151	-0.00936073	-0.020613	-0.0540298	-0.000284361	0.0744427	0	0.0244301	-0.0848095	0.000492369	-0.00455897
8.718	4.35888	0.356275	0.0035793	-0.00171495	-0.00928795	-0.0207796	-0.0540785	-0.000276462	-0.0380432	-0.00672106	0.036389	-0.0583636	-0.0170257	0.00136182
8.72	4.35959	0.356275	0.00350334	-0.00172851	-0.00921559	-0.0209464	-0.0541262	-0.000268914	-0.0379785	-0.00677599	0.0361782	-0.0584233	-0.0166488	0.00123347
8.722	4.36031	0.356275	0.00365176	-0.00172851	-0.00916534	-0.0211897	-0.0541247	-0.000275406	0.0742098	0	0.0251289	-0.0850556	0.000491641	-0.00458057
8.724	4.36102	0.356275	0.00358748	-0.00174145	-0.00909397	-0.021361	-0.0541686	-0.000268808	-0.0321424	-0.00647126	0.0356852	-0.0599604	-0.0153601	0.000847647
8.726	4.36173	0.356275	0.00351131	-0.00175522	-0.00902166	-0.0215283	-0.054214	-0.000261586	-0.0380852	-0.00688636	0.0361525	-0.0586144	-0.0158699	0.0011081
8.728	4.36244	0.356275	0.00365925	-0.00175522	-0.00897001	-0.0217723	-0.0542126	-0.000268108	0.0739702	0	0.0258255	-0.0853011	0.000491028	-0.0046016
8.73	4.36316	0.356275	0.00357093	-0.00176984	-0.00889633	-0.021936	-0.0542594	-0.000260202	-0.0441575	-0.00731139	0.0368418	-0.05734	-0.0163805	0.00138981
8.732	4.36387	0.356275	0.00350596	-0.00178312	-0.00882485	-0.0221079	-0.0543008	-0.000253708	-0.0324886	-0.006636	0.0357406	-0.0601896	-0.0144439	0.000796831
8.734	4.36458	0.356275	0.00345245	-0.00179575	-0.00875434	-0.0222839	-0.0543392	-0.000247879	-0.0267504	-0.00631648	0.0352509	-0.0616398	-0.0134463	0.000513578
8.736	4.36529	0.356275	0.00358791	-0.0017965	-0.00869983	-0.0225248	-0.0543401	-0.000253712	0.0677271	-0.000373056	0.0272588	-0.0842201	-0.000325738	-0.00432726
8.738	4.36601	0.356275	0.00351047	-0.00181073	-0.00862703	-0.0226918	-0.054383	-0.000246409	-0.0387172	-0.00711535	0.0363997	-0.0585091	-0.0149985	0.00113382
8.74	4.36672	0.356275	0.00365742	-0.00181073	-0.0085726	-0.0229372	-0.0543815	-0.00025299	0.0734716	0	0.0272117	-0.0857906	0.000489704	-0.0046431
8.742	4.36743	0.356275	0.00354473	-0.00182734	-0.00849712	-0.0230922	-0.0544311	-0.000243981	-0.0563447	-0.00830503	0.037743	-0.0543139	-0.0173379	0.00187357
8.744	4.36814	0.356275	0.00346761	-0.0018418	-0.00842494	-0.0232599	-0.0544727	-0.000237372	-0.0385613	-0.00723204	0.0360882	-0.0587157	-0.0145243	0.000881429
8.746	4.36886	0.356275	0.00361403	-0.0018418	-0.00836914	-0.023506	-0.0544712	-0.000243983	0.0732125	0	0.0279013	-0.0860344	0.000488915	-0.00466431
8.748	4.36957	0.356275	0.00354854	-0.00185561	-0.00829766	-0.0236783	-0.0545094	-0.000238158	-0.0327447	-0.00690386	0.0357404	-0.0603247	-0.0133544	0.000551129
8.75	4.37028	0.356275	0.00347123	-0.0018703	-0.00822555	-0.0238467	-0.0545488	-0.000231598	-0.0386542	-0.00734369	0.0360531	-0.0589801	-0.0137562	0.000850023
8.752	4.37099	0.356275	0.00361713	-0.0018703	-0.00816837	-0.0240935	-0.0545473	-0.000238238	0.0729469	0	0.0285884	-0.0862778	0.000488358	-0.00468437
8.754	4.37171	0.356275	0.00353949	-0.0018851	-0.00809597	-0.0242623	-0.0545857	-0.000231558	-0.0388204	-0.00740288	0.0362034	-0.0591383	-0.0134329	0.000885437
8.756	4.37242	0.356275	0.00347335	-0.00189924	-0.00802438	-0.0244355	-0.0546214	-0.000225402	-0.0330656	-0.00706917	0.0357929	-0.0606507	-0.012453	0.00064911
8.758	4.37313	0.356275	0.00360694	-0.00190003	-0.0079651	-0.0246789	-0.0546219	-0.000231352	0.0667936	-0.000394348	0.0296412	-0.0850877	-0.000225105	-0.00440492
8.76	4.37384	0.356275	0.00351685	-0.00191587	-0.00789171	-0.0248436	-0.0546611	-0.000223508	-0.0450468	-0.00792005	0.0366926	-0.0576954	-0.0136891	0.00133748
8.762	4.37456	0.356275	0.00366183	-0.00191587	-0.00783226	-0.0250916	-0.0546596	-0.000230193	0.07249	0	0.0297279	-0.0866821	0.000487494	-0.00471658
8.764	4.37527	0.356275	0.00358352	-0.00193103	-0.00775964	-0.0252601	-0.0546966	-0.000223274	-0.0391544	-0.00758273	0.0363082	-0.0590023	-0.0129411	0.000970332
8.766	4.37598	0.356275	0.00350542	-0.00194632	-0.00768755	-0.0254294	-0.0547329	-0.00021639	-0.0390476	-0.00764556	0.036046	-0.0592922	-0.0126694	0.000946735
8.768	4.37669	0.356275	0.00342744	-0.00196175	-0.00761589	-0.0255993	-0.054768	-0.000209077	-0.0389899	-0.00771082	0.0358288	-0.0595277	-0.0122673	0.00108494
8.77	4.37741	0.356275	0.00357167	-0.00196175	-0.00755462	-0.0258482	-0.0547665	-0.000215802	0.0721117	0	0.0306342	-0.0870044	0.000486153	-0.0047438
8.772	4.37812	0.356275	0.00347012	-0.00197894	-0.00748183	-0.0260103	-0.0548042	-0.000206485	-0.050772	-0.00859663	0.0363967	-0.056816	-0.0131405	0.00187408
8.774	4.37883	0.356275	0.00338018	-0.00199546	-0.00740989	-0.0261768	-0.0548388	-0.000197462	-0.0449714	-0.00826013	0.0359694	-0.058327	-0.0120849	0.00171565
8.776	4.37954	0.356275	0.00352382	-0.00199546	-0.00734727	-0.0264264	-0.0548373	-0.000204215	0.0718205	0	0.0313109	-0.0872454	0.000485041	-0.00476341
8.778	4.38026	0.356275	0.00344516	-0.00201129	-0.00727554	-0.0265974	-0.0548692	-0.00019562	-0.0393313	-0.00791356	0.0358667	-0.0599065	-0.0111416	0.00151215
8.78	4.38097	0.356275	0.00333108	-0.00202978	-0.00720265	-0.0267561	-0.0549056	-0.000184193	-0.0570398	-0.00924486	0.0364443	-0.0556198	-0.0126736	0.00264132
8.782	4.38168	0.356275	0.00347413	-0.00202978	-0.00713868	-0.0270063	-0.054904	-0.000190973	0.0715229	0	0.0319847	-0.0874859	0.000483763	-0.00478267
8.784	4.38239	0.356275	0.0033945	-0.00204589	-0.00706668	-0.0271778	-0.0549347	-0.000181716	-0.0398128	-0.00805631	0.0360004	-0.0600699	-0.0106825	0.00173434
8.786	4.38311	0.356275	0.00332646	-0.00206127	-0.00699527	-0.0273524	-0.0549636	-0.000173223	-0.034019	-0.00769037	0.0357046	-0.0611801	-0.0100839	0.00142803
8.788	4.38382	0.356275	0.0034689	-0.00206127	-0.00692996	-0.0276034	-0.054962	-0.00018003	0.071219	0	0.0326557	-0.0877259	0.000482636	-0.00480118
8.79	4.38453	0.356275	0.00338914	-0.00207762	-0.00685818	-0.0277742	-0.0549925	-0.000170996	-0.0398783	-0.00817522	0.0358877	-0.0598393	-0.0106252	0.00166332
