t_real	tv	d_tv	e_p_x	e_p_y	e_p_z	e_o_x	e_o_y	e_o_z	e_v_lin_x	e_v_lin_y	e_v_lin_z	e_v_ang_x	e_v_ang_y	e_v_ang_z
0.306	0.304854	0.976744	0.00495353	-0.00507439	0.028784	-0.117431	-0.023638	-0.00344898	-0.406924	-0.0489137	0.0527247	-0.0674868	-0.185105	-0.0510025
0.308	0.306806	0.976001	0.00504959	-0.00507439	0.0292023	-0.118336	-0.0236311	-0.00345962	0.0480293	0	0.20919	-0.316484	0.0025729	-0.00761268
0.31	0.308757	0.97526	0.00422677	-0.00517216	0.0293025	-0.118504	-0.0241608	-0.00363804	-0.41141	-0.0488828	0.0500597	-0.0587324	-0.188557	-0.0521294
0.312	0.310705	0.974355	0.00340064	-0.00526963	0.0293966	-0.118652	-0.0246948	-0.00381955	-0.413064	-0.0487354	0.0470593	-0.0512792	-0.190099	-0.0530286
0.314	0.312652	0.973451	0.00266717	-0.00535666	0.0295201	-0.11887	-0.0251703	-0.00398561	-0.366736	-0.0435157	0.0617566	-0.0758848	-0.169359	-0.0491425
0.316	0.314598	0.97255	0.00270039	-0.00536178	0.0299225	-0.119727	-0.0251916	-0.00400605	0.0166097	-0.00255776	0.201185	-0.299909	-0.00741134	-0.0104941
0.318	0.316541	0.97165	0.00186293	-0.00545891	0.0300059	-0.119856	-0.0257213	-0.00419351	-0.418727	-0.0485677	0.0417068	-0.0448793	-0.188802	-0.0550216
0.32	0.318482	0.970751	0.00111754	-0.00554576	0.0301202	-0.120061	-0.026193	-0.004365	-0.372697	-0.043426	0.0571536	-0.0714625	-0.168161	-0.0509969
0.322	0.320422	0.969855	0.0011397	-0.00555087	0.0305227	-0.120913	-0.026214	-0.00438614	0.0110812	-0.00255416	0.201283	-0.297875	-0.00727921	-0.0108661
0.324	0.32236	0.96896	0.000289498	-0.00564794	0.0305959	-0.12103	-0.0267412	-0.00457969	-0.425101	-0.0485324	0.0365946	-0.040703	-0.188047	-0.0570588
0.326	0.324296	0.968066	-0.000565812	-0.00574506	0.0306639	-0.121142	-0.0272684	-0.00477629	-0.427655	-0.0485606	0.0339846	-0.0389688	-0.188153	-0.0581005
0.328	0.32623	0.967175	-0.000506362	-0.00574506	0.0310851	-0.122029	-0.0272612	-0.00478835	0.0297248	0	0.210605	-0.310183	0.00285055	-0.00861812
0.33	0.328163	0.966285	-0.00132158	-0.0058371	0.031167	-0.122171	-0.0277613	-0.00497814	-0.40761	-0.0460234	0.0409258	-0.0494973	-0.178564	-0.0563508
0.332	0.330094	0.965396	-0.0021858	-0.00593394	0.0312246	-0.122255	-0.0282941	-0.00518057	-0.432108	-0.0484167	0.0288039	-0.0287252	-0.190239	-0.0597853
0.334	0.332023	0.964509	-0.00213724	-0.00593394	0.031646	-0.123136	-0.0282867	-0.00519301	0.0242807	0	0.210712	-0.308269	0.00293325	-0.00889073
0.336	0.33395	0.963624	-0.00300534	-0.00603045	0.0316983	-0.123208	-0.0288174	-0.00539836	-0.43405	-0.0482556	0.02614	-0.0247584	-0.189609	-0.0607094
0.338	0.335876	0.962741	-0.00396976	-0.00613683	0.0317057	-0.123188	-0.0293995	-0.00562705	-0.482212	-0.0531901	0.003714	0.00728389	-0.208123	-0.0672911
0.34	0.337799	0.961859	-0.00393203	-0.00613683	0.0321271	-0.124064	-0.0293919	-0.00563991	0.0188656	0	0.21068	-0.30635	0.00302655	-0.00918405
0.342	0.339721	0.960819	-0.00480525	-0.00623289	0.0321685	-0.124123	-0.0299135	-0.00585103	-0.436608	-0.04803	0.0207265	-0.0201745	-0.186603	-0.062774
0.344	0.34164	0.959781	-0.00567998	-0.00632884	0.032205	-0.124177	-0.0304322	-0.00606486	-0.437366	-0.0479744	0.0182477	-0.0184354	-0.185619	-0.0637582
0.346	0.343558	0.958745	-0.00565302	-0.00632884	0.0326258	-0.125047	-0.0304245	-0.00607808	0.0134774	0	0.210407	-0.304278	0.00311502	-0.00944623
0.348	0.345473	0.957711	-0.00653323	-0.00642474	0.0326572	-0.125094	-0.0309411	-0.00629486	-0.440102	-0.0479507	0.0156969	-0.0159941	-0.184994	-0.0647141
0.35	0.347387	0.95668	-0.0074157	-0.00652066	0.0326838	-0.125136	-0.0314566	-0.00651444	-0.441236	-0.0479578	0.0132895	-0.0142056	-0.18469	-0.0656852
0.352	0.349298	0.955651	-0.00739943	-0.00652066	0.0331038	-0.126	-0.0314488	-0.00652803	0.00813247	0	0.210001	-0.302205	0.00320555	-0.00970177
0.354	0.351207	0.954624	-0.00824015	-0.00661153	0.0331462	-0.126076	-0.0319361	-0.00673949	-0.42036	-0.0454398	0.0211981	-0.0263864	-0.174692	-0.0635785
0.356	0.353114	0.9536	-0.00912569	-0.00670703	0.0331624	-0.12609	-0.032454	-0.00696433	-0.442766	-0.0477462	0.00810441	-0.00443982	-0.185684	-0.0672295
0.358	0.35502	0.952577	-0.00963476	-0.00676209	0.0333458	-0.126454	-0.0327493	-0.00710145	-0.0440473	-0.00501149	0.188109	-0.268673	-0.0165267	-0.0161579
0.36	0.356923	0.951557	-0.0100055	-0.00680205	0.0335921	-0.126949	-0.0329605	-0.00720553	-0.185383	-0.019979	0.123143	-0.172882	-0.0755205	-0.0345502
0.362	0.358824	0.950539	-0.0108417	-0.00689171	0.0336199	-0.126987	-0.033441	-0.00742357	-0.418097	-0.0448318	0.0138851	-0.012995	-0.17249	-0.0657434
0.364	0.360723	0.949523	-0.0117218	-0.00698605	0.0336215	-0.126975	-0.033942	-0.0076551	-0.440032	-0.0471696	0.000793523	0.0047377	-0.179982	-0.0696983
0.366	0.36262	0.948509	-0.0117301	-0.00698605	0.0340386	-0.127825	-0.0339338	-0.00766954	-0.00415425	0	0.208546	-0.297371	0.00343717	-0.0103105
0.368	0.364515	0.947498	-0.0126114	-0.00708015	0.0340352	-0.127807	-0.0344288	-0.00790352	-0.440636	-0.0470471	-0.00169824	0.00716864	-0.177976	-0.0705692
0.37	0.366408	0.946489	-0.0134908	-0.00717406	0.0340274	-0.127783	-0.0349188	-0.00813984	-0.439709	-0.0469584	-0.0038743	0.0088919	-0.176319	-0.0714637
0.372	0.368299	0.945481	-0.0135094	-0.00717406	0.0344428	-0.128627	-0.0349106	-0.0081546	-0.00933421	0	0.207712	-0.295302	0.00353358	-0.010538
0.374	0.370188	0.944476	-0.0143908	-0.00726787	0.0344302	-0.128596	-0.0353965	-0.00839348	-0.440698	-0.0469023	-0.00630527	0.0113168	-0.175	-0.0723322
0.376	0.372075	0.943473	-0.0152703	-0.00736154	0.0344134	-0.128558	-0.0358795	-0.00863482	-0.439743	-0.0468375	-0.00843479	0.0140262	-0.174005	-0.0732091
0.378	0.37396	0.942472	-0.0152992	-0.00736154	0.0348269	-0.129397	-0.0358711	-0.00864989	-0.0144589	0	0.206755	-0.293234	0.00363157	-0.0107568
0.38	0.375843	0.941474	-0.0161312	-0.00744973	0.0348278	-0.129385	-0.036328	-0.00888145	-0.415975	-0.0440947	0.000463236	0.00449795	-0.164699	-0.0704779
0.382	0.377724	0.940477	-0.0170002	-0.00754213	0.0348016	-0.129317	-0.036804	-0.00912668	-0.434523	-0.0462009	-0.0130904	0.0245624	-0.171742	-0.0744553
0.384	0.379603	0.939483	-0.0170393	-0.00754213	0.035213	-0.13015	-0.0367955	-0.00914204	-0.0195259	0	0.205678	-0.291168	0.00372749	-0.0109611
0.386	0.38148	0.93849	-0.0179045	-0.0076339	0.035182	-0.130074	-0.037261	-0.00938908	-0.432617	-0.0458838	-0.0155005	0.0271933	-0.168163	-0.0752
0.388	0.383355	0.9375	-0.0187631	-0.00772511	0.0351471	-0.129994	-0.0377163	-0.00963781	-0.429261	-0.0456037	-0.0174241	0.0287408	-0.164633	-0.0759936
0.39	0.385228	0.936512	-0.0196153	-0.00781583	0.0351086	-0.12991	-0.0381622	-0.00988831	-0.426131	-0.0453603	-0.0192489	0.0302373	-0.161423	-0.0767917
0.392	0.387099	0.935526	-0.0196677	-0.00781583	0.0355167	-0.130734	-0.0381535	-0.00990408	-0.0261879	0	0.204059	-0.288414	0.00388289	-0.0112645
0.394	0.388968	0.934542	-0.0205174	-0.00790613	0.0354739	-0.130644	-0.038591	-0.0101566	-0.424868	-0.0451521	-0.0214278	0.0324267	-0.158569	-0.0775657
0.396	0.390835	0.93356	-0.0213206	-0.00799136	0.0354515	-0.130597	-0.0389982	-0.0103984	-0.4016	-0.0426149	-0.0111749	0.0170567	-0.147663	-0.0748231
0.398	0.3927	0.93258	-0.0213829	-0.00799136	0.035857	-0.131416	-0.0389893	-0.0104144	-0.031111	0	0.202711	-0.286353	0.00398148	-0.0114345
0.4	0.394563	0.931602	-0.0222259	-0.00808105	0.0358066	-0.131315	-0.039413	-0.0106708	-0.421503	-0.044845	-0.0251594	0.0362023	-0.153897	-0.0791016
0.402	0.396424	0.930626	-0.0222946	-0.00808105	0.0362101	-0.13213	-0.0394041	-0.0106869	-0.0343569	0	0.20175	-0.284982	0.00402804	-0.011505
0.404	0.398284	0.929652	-0.0232951	-0.00818908	0.0360586	-0.131826	-0.039914	-0.0109979	-0.500258	-0.054011	-0.0757557	0.107209	-0.185592	-0.0947314
0.406	0.400141	0.928681	-0.0240835	-0.00827265	0.0360233	-0.131764	-0.0403124	-0.0112499	-0.394204	-0.0417891	-0.0176831	0.0225551	-0.144909	-0.0783495
0.408	0.401996	0.927711	-0.0241618	-0.00827265	0.0364237	-0.132573	-0.0403033	-0.0112662	-0.03917	0	0.200218	-0.282924	0.00414321	-0.0116881
0.41	0.40385	0.926743	-0.0249451	-0.00835529	0.0363839	-0.132513	-0.0406987	-0.0115222	-0.391616	-0.0413199	-0.0199117	0.0220934	-0.143991	-0.0797685
0.412	0.405701	0.925629	-0.0257584	-0.00844151	0.0363164	-0.132406	-0.0411121	-0.0117952	-0.406688	-0.0431062	-0.0337319	0.0382957	-0.150737	-0.084976
0.414	0.40755	0.924518	-0.0258462	-0.00844151	0.0367134	-0.133209	-0.0411029	-0.0118117	-0.0438996	0	0.198515	-0.280779	0.00424607	-0.0118358
0.416	0.409397	0.923409	-0.0266915	-0.00853116	0.0366172	-0.133053	-0.0415332	-0.0121022	-0.422632	-0.0448254	-0.0481204	0.0556388	-0.157181	-0.0902407
0.418	0.411242	0.922303	-0.0274538	-0.00861092	0.0365676	-0.132992	-0.0419152	-0.0123683	-0.381132	-0.0398798	-0.0248021	0.0223175	-0.13956	-0.0835845
0.42	0.413084	0.9212	-0.0275509	-0.00861092	0.0369609	-0.133788	-0.0419058	-0.0123851	-0.0485459	0	0.196679	-0.278596	0.00435414	-0.0119796
0.422	0.414924	0.920099	-0.0283459	-0.0086942	0.036883	-0.133676	-0.0423051	-0.0126682	-0.397523	-0.0416411	-0.0389599	0.0402196	-0.146135	-0.0886668
0.424	0.416762	0.919001	-0.0291336	-0.00877658	0.0368029	-0.133563	-0.0427002	-0.012954	-0.393835	-0.04119	-0.0400716	0.040722	-0.144721	-0.0897155
0.426	0.418598	0.917905	-0.0292398	-0.00877658	0.0371924	-0.134353	-0.0426906	-0.012971	-0.0531132	0	0.194744	-0.276418	0.00446387	-0.0121152
0.428	0.420432	0.916812	-0.0300198	-0.00885763	0.0371106	-0.134239	-0.0430869	-0.0132559	-0.389994	-0.0405261	-0.0408844	0.0412999	-0.145144	-0.0893046
0.43	0.422263	0.915722	-0.0307877	-0.00893715	0.0370299	-0.134126	-0.043482	-0.0135378	-0.383937	-0.0397585	-0.0403532	0.0404849	-0.144689	-0.0882542
0.432	0.424092	0.914634	-0.0309029	-0.00893715	0.0374153	-0.13491	-0.0434723	-0.0135549	-0.0576001	0	0.192714	-0.274247	0.00457088	-0.0122467
0.434	0.42592	0.913549	-0.031662	-0.00901516	0.0373344	-0.134797	-0.0438611	-0.0138332	-0.379589	-0.0390082	-0.0404577	0.040487	-0.142425	-0.0871292
0.436	0.427744	0.912466	-0.0324099	-0.00909173	0.0372546	-0.134686	-0.0442427	-0.014108	-0.37394	-0.0382843	-0.0399096	0.0400864	-0.13984	-0.0860563
0.438	0.429567	0.911386	-0.0325339	-0.00909173	0.0376358	-0.135464	-0.0442329	-0.0141253	-0.0620051	0	0.190591	-0.272083	0.00467239	-0.012369
0.44	0.431388	0.910309	-0.0332418	-0.00916299	0.0375796	-0.135397	-0.0445871	-0.0143834	-0.353953	-0.0356261	-0.0280673	0.024171	-0.129829	-0.0812003
0.442	0.433206	0.909234	-0.0339405	-0.00923304	0.0375241	-0.135331	-0.0449349	-0.0146386	-0.349319	-0.0350263	-0.0277481	0.0241939	-0.127518	-0.0803308
0.444	0.435023	0.908162	-0.0346607	-0.00930574	0.0374453	-0.135218	-0.0452958	-0.0149041	-0.36013	-0.0363514	-0.0394273	0.0406648	-0.132428	-0.0832091
0.446	0.436837	0.907092	-0.0347962	-0.00930574	0.0378205	-0.135988	-0.0452858	-0.0149216	-0.0677491	0	0.187622	-0.269207	0.00481458	-0.0125377
0.448	0.438649	0.906024	-0.0354794	-0.00937349	0.0377647	-0.135918	-0.0456208	-0.0151714	-0.341569	-0.0338768	-0.0279328	0.0251887	-0.122941	-0.0786669
0.45	0.440459	0.904818	-0.0361805	-0.00944378	0.0376859	-0.135786	-0.0459732	-0.015432	-0.350583	-0.0351447	-0.0393764	0.047354	-0.129444	-0.081545
0.452	0.442266	0.903614	-0.0368107	-0.00950575	0.0376563	-0.135723	-0.0462914	-0.0156547	-0.286835	-0.0273577	0.00863824	-0.0114748	-0.102397	-0.0668775
0.454	0.444071	0.902414	-0.0370136	-0.00951299	0.0379783	-0.136386	-0.0463199	-0.0157108	-0.129707	-0.00724653	0.137543	-0.197417	-0.0237238	-0.0271342
0.456	0.445873	0.901217	-0.0376613	-0.00957777	0.037926	-0.136256	-0.046657	-0.01596	-0.323837	-0.0323887	-0.0261555	0.0463424	-0.123842	-0.0778907
0.458	0.447673	0.900023	-0.0383232	-0.00964545	0.0378529	-0.136068	-0.0470108	-0.0162235	-0.330957	-0.0338425	-0.0365303	0.0667718	-0.13014	-0.0819725
0.46	0.449471	0.898833	-0.0384779	-0.00964545	0.0382167	-0.136823	-0.0470005	-0.0162413	-0.0773605	0	0.181896	-0.26396	0.00503253	-0.0127722
0.462	0.451266	0.897645	-0.039129	-0.00971252	0.0381446	-0.136628	-0.0473501	-0.0165064	-0.325529	-0.0335334	-0.036074	0.0693979	-0.12878	-0.0825252
0.464	0.453059	0.896461	-0.0399878	-0.00981036	0.0378727	-0.135979	-0.0478603	-0.0168912	-0.429387	-0.0489181	-0.13593	0.228371	-0.188789	-0.116697
0.466	0.454849	0.895279	-0.0401504	-0.00981036	0.0382313	-0.136728	-0.0478498	-0.0169093	-0.0813216	0	0.179302	-0.261708	0.00514966	-0.0128971
0.468	0.456638	0.894101	-0.0407708	-0.00987613	0.0381642	-0.136525	-0.0481843	-0.017178	-0.310173	-0.0328844	-0.0335481	0.0720598	-0.12361	-0.0840832
0.47	0.458424	0.892926	-0.0413786	-0.00994143	0.0380993	-0.136321	-0.0485108	-0.017448	-0.303942	-0.0326497	-0.0324682	0.0725357	-0.120891	-0.0846952
0.472	0.460207	0.891616	-0.0419286	-0.00999942	0.0380802	-0.136212	-0.0487957	-0.0176925	-0.274959	-0.0289988	-0.00951316	0.0391074	-0.105474	-0.0775951
0.474	0.461987	0.890311	-0.0421233	-0.0100028	0.0384098	-0.136902	-0.0488023	-0.017724	-0.0973606	-0.00170005	0.164792	-0.240952	-0.00118867	-0.0168131
0.476	0.463765	0.889009	-0.0427042	-0.0100672	0.0383482	-0.136676	-0.0491147	-0.0179967	-0.290458	-0.0322002	-0.0307965	0.0800276	-0.116108	-0.0857307
0.478	0.465541	0.88771	-0.042882	-0.0100672	0.0386958	-0.137412	-0.049104	-0.0180148	-0.0889077	0	0.173796	-0.257087	0.00531611	-0.0130135
0.48	0.467314	0.886416	-0.0434695	-0.0101347	0.0386143	-0.137125	-0.0494211	-0.0183033	-0.293725	-0.0337361	-0.0407492	0.101665	-0.118341	-0.0905336
0.482	0.469084	0.885125	-0.0436521	-0.0101347	0.0389581	-0.137856	-0.0494104	-0.0183215	-0.0913403	0	0.171887	-0.255533	0.00535395	-0.0130201
0.484	0.470852	0.883838	-0.0442999	-0.0102154	0.038795	-0.137354	-0.049775	-0.0186669	-0.323873	-0.0403614	-0.08155	0.177375	-0.136905	-0.107342
0.486	0.472617	0.882555	-0.044834	-0.0102792	0.0387411	-0.137102	-0.0500475	-0.0189459	-0.267082	-0.0319118	-0.026954	0.089475	-0.102459	-0.0886119
0.488	0.474379	0.881276	-0.0450239	-0.0102792	0.039079	-0.137826	-0.0500366	-0.0189642	-0.0949068	0	0.168973	-0.253212	0.00545717	-0.0130716
0.49	0.476139	0.88	-0.0455457	-0.0103431	0.0390263	-0.137568	-0.050297	-0.019245	-0.260918	-0.0319093	-0.0263504	0.0917645	-0.0983283	-0.0893968
0.492	0.477897	0.878728	-0.0460372	-0.0104036	0.0389968	-0.137358	-0.0505314	-0.0195131	-0.245728	-0.030253	-0.0147665	0.075032	-0.088833	-0.0860293
0.494	0.479651	0.877224	-0.0462338	-0.0104036	0.0393287	-0.138075	-0.0505205	-0.0195313	-0.0983476	0	0.165959	-0.250841	0.00553815	-0.0130812
0.496	0.481403	0.875724	-0.0467147	-0.0104641	0.0392995	-0.137858	-0.0507425	-0.0198	-0.240432	-0.0302767	-0.0146032	0.0775963	-0.0845762	-0.0864304
0.498	0.483151	0.87423	-0.0471809	-0.0105247	0.0392731	-0.137626	-0.0509477	-0.0200658	-0.233107	-0.0302778	-0.0131963	0.0824316	-0.0786675	-0.0856975
0.5	0.484897	0.872741	-0.0473842	-0.0105247	0.0395987	-0.138337	-0.0509366	-0.020084	-0.101631	0	0.162808	-0.248354	0.00561149	-0.0130653
0.502	0.486639	0.871258	-0.0478643	-0.010592	0.0395346	-0.137989	-0.0511421	-0.0203736	-0.240035	-0.0336757	-0.032073	0.123372	-0.0797455	-0.0929229
0.504	0.488379	0.869779	-0.0483135	-0.0106561	0.0394933	-0.13769	-0.0513138	-0.0206467	-0.22461	-0.0320473	-0.0206602	0.106399	-0.0674051	-0.0884131
0.506	0.490115	0.868305	-0.0485231	-0.0106561	0.0398125	-0.138393	-0.0513027	-0.0206649	-0.104809	0	0.159615	-0.245889	0.00569186	-0.0130358
0.508	0.491849	0.866836	-0.0489466	-0.010717	0.0397909	-0.138142	-0.0514453	-0.0209225	-0.211759	-0.0304183	-0.0108117	0.0894525	-0.0567744	-0.084122
0.51	0.49358	0.865372	-0.0491604	-0.010717	0.0401058	-0.138841	-0.0514342	-0.0209407	-0.106868	0	0.157465	-0.244259	0.00571622	-0.0129878
0.512	0.495307	0.863913	-0.0495921	-0.0107847	0.0400477	-0.138481	-0.0515732	-0.021223	-0.21586	-0.0338675	-0.0290554	0.127938	-0.0564979	-0.0918353
0.514	0.497032	0.862459	-0.0499962	-0.0108492	0.0400112	-0.138173	-0.0516857	-0.021491	-0.202082	-0.0322434	-0.0182541	0.109759	-0.0467449	-0.0879006
0.516	0.498754	0.86101	-0.050216	-0.0108492	0.0403196	-0.138865	-0.0516745	-0.021509	-0.10987	0	0.154208	-0.24183	0.00579245	-0.0129265
0.518	0.500474	0.859566	-0.0506059	-0.0109138	0.0402837	-0.138553	-0.0517694	-0.021776	-0.194979	-0.0323128	-0.0179403	0.110933	-0.0406226	-0.0879779
0.52	0.50219	0.858126	-0.0509785	-0.0109785	0.0402505	-0.138231	-0.0518448	-0.0220399	-0.186304	-0.0323283	-0.0165977	0.114646	-0.0337657	-0.0872434
0.522	0.503903	0.856691	-0.0512041	-0.0109785	0.0405524	-0.138916	-0.0518335	-0.0220578	-0.112769	0	0.150918	-0.239422	0.00586303	-0.0128453
0.524	0.505613	0.855137	-0.0515542	-0.0110396	0.0405372	-0.138635	-0.0518834	-0.0223051	-0.175075	-0.030575	-0.0075817	0.100247	-0.0243405	-0.0824337
0.526	0.507321	0.853589	-0.0518891	-0.0111006	0.0405249	-0.138356	-0.0519087	-0.0225507	-0.167458	-0.0304769	-0.00614429	0.0999246	-0.0157491	-0.0824629
0.528	0.509025	0.852046	-0.0521202	-0.0111006	0.04082	-0.139034	-0.0518973	-0.0225685	-0.115512	0	0.147533	-0.236934	0.0059211	-0.0127358
0.53	0.510726	0.850509	-0.052447	-0.0111645	0.0407921	-0.138705	-0.0518957	-0.022827	-0.163428	-0.0319882	-0.0139388	0.117243	-0.00685304	-0.0871547
0.532	0.512424	0.848978	-0.052758	-0.0112281	0.0407683	-0.13838	-0.0518663	-0.0230863	-0.155485	-0.0317775	-0.0118892	0.11599	0.00282304	-0.0881413
0.534	0.514119	0.847451	-0.0530478	-0.0112846	0.0407806	-0.138161	-0.0518174	-0.023321	-0.144902	-0.0282604	0.00616025	0.07899	0.0106109	-0.0809735
0.536	0.51581	0.845931	-0.0532885	-0.0112879	0.0410505	-0.138777	-0.0518031	-0.0233513	-0.120363	-0.00165757	0.134945	-0.21523	0.00649987	-0.016596
0.538	0.517499	0.844416	-0.0535706	-0.0113507	0.0410319	-0.13845	-0.0517265	-0.0236124	-0.141044	-0.0313991	-0.0092984	0.117037	0.0192389	-0.0898838
0.54	0.519185	0.842906	-0.0538362	-0.0114099	0.0410325	-0.138174	-0.051633	-0.0238617	-0.132787	-0.0295933	0.000277824	0.0992333	0.0255492	-0.0866472
0.542	0.520868	0.841401	-0.0540801	-0.0114132	0.0412961	-0.138784	-0.0516164	-0.0238919	-0.121953	-0.00164008	0.131825	-0.212824	0.00736101	-0.0165338
0.544	0.522548	0.839902	-0.0543324	-0.0114753	0.0412825	-0.138451	-0.0514968	-0.0241551	-0.126162	-0.0310614	-0.00679837	0.119165	0.0341119	-0.0916193
0.546	0.524225	0.838409	-0.0545676	-0.0115368	0.0412724	-0.138117	-0.0513554	-0.0244185	-0.117611	-0.0307519	-0.00507126	0.119741	0.0417091	-0.0921649
0.548	0.525898	0.83692	-0.0548154	-0.0115368	0.0415446	-0.138772	-0.0513438	-0.0244355	-0.123903	0	0.136094	-0.228818	0.00615514	-0.0122021
0.55	0.527569	0.835437	-0.055035	-0.0115977	0.0415355	-0.138436	-0.0511793	-0.0246987	-0.109792	-0.0304301	-0.00451966	0.120668	0.0497095	-0.0926753
0.552	0.529237	0.833959	-0.0552375	-0.0116579	0.0415299	-0.1381	-0.0509921	-0.0249621	-0.101251	-0.0301276	-0.00282628	0.120826	0.0576328	-0.0932563
0.554	0.530902	0.832486	-0.0554899	-0.0116579	0.0417951	-0.138747	-0.0509805	-0.0249787	-0.126199	0	0.132626	-0.226436	0.00621967	-0.0120014
0.556	0.532564	0.830849	-0.0556809	-0.0117145	0.0418044	-0.13846	-0.0507822	-0.0252292	-0.0954814	-0.0282835	0.00464235	0.103664	0.0619761	-0.0894892
0.558	0.534222	0.829217	-0.0558519	-0.0117737	0.0418028	-0.13812	-0.0505528	-0.025493	-0.0855267	-0.0296045	-0.000826712	0.12237	0.0723029	-0.094404
0.56	0.535877	0.827592	-0.0560062	-0.0118325	0.0418044	-0.137779	-0.0503026	-0.0257572	-0.0771377	-0.0293703	0.000815479	0.122819	0.0795332	-0.0950522
0.562	0.537529	0.825973	-0.0562642	-0.0118325	0.0420602	-0.138417	-0.0502908	-0.0257734	-0.128997	0	0.127879	-0.223116	0.00631799	-0.0116829
0.564	0.539179	0.824634	-0.0564033	-0.0118908	0.0420628	-0.138073	-0.0500203	-0.026038	-0.0695214	-0.0291591	0.00130347	0.12405	0.0865793	-0.0956872
0.566	0.540826	0.823433	-0.0565336	-0.0119457	0.0420815	-0.137779	-0.049745	-0.0262902	-0.0651599	-0.02745	0.00937191	0.106231	0.088758	-0.0919066
0.568	0.54247	0.822236	-0.0567882	-0.0119487	0.0423177	-0.13836	-0.049718	-0.0263193	-0.12729	-0.00152041	0.118095	-0.20274	0.0111406	-0.0159402
0.57	0.544112	0.821041	-0.0568953	-0.0120062	0.0423247	-0.138011	-0.0494066	-0.0265842	-0.0535604	-0.0287327	0.00351119	0.125662	0.100787	-0.0967675
0.572	0.545752	0.819851	-0.0569948	-0.0120601	0.0423472	-0.137714	-0.0490904	-0.0268351	-0.049756	-0.0269549	0.0112141	0.107609	0.103015	-0.0924259
0.574	0.547389	0.818664	-0.0572613	-0.0120601	0.0425893	-0.138341	-0.0490785	-0.0268506	-0.133234	0	0.121081	-0.218833	0.00645063	-0.0112097
0.576	0.549024	0.81748	-0.0573362	-0.0121165	0.0426002	-0.137991	-0.0487234	-0.0271135	-0.0374695	-0.0281878	0.00544396	0.126447	0.116035	-0.097126
0.578	0.550657	0.816299	-0.0576053	-0.0121165	0.0428378	-0.138613	-0.0487115	-0.0271288	-0.134571	0	0.118809	-0.217432	0.00647363	-0.0110634
0.58	0.552287	0.815122	-0.0576411	-0.0121782	0.0428264	-0.138159	-0.0482945	-0.0274168	-0.0178922	-0.0308627	-0.00569997	0.163319	0.13653	-0.106482
0.582	0.553915	0.813949	-0.0576812	-0.0122336	0.042842	-0.137807	-0.0478934	-0.0276782	-0.0200462	-0.0276819	0.0077888	0.127178	0.132091	-0.0977309
0.584	0.55554	0.812779	-0.0577043	-0.0122885	0.0428608	-0.137456	-0.0474711	-0.0279392	-0.0115481	-0.0274744	0.00937947	0.127313	0.139487	-0.0980991
0.586	0.557164	0.811612	-0.0579786	-0.0122885	0.0430893	-0.13807	-0.0474591	-0.027954	-0.137126	0	0.114247	-0.214652	0.00658904	-0.0106636
0.588	0.558784	0.810448	-0.057986	-0.0123431	0.0431089	-0.137716	-0.0470159	-0.0282145	-0.00369741	-0.0272879	0.0098205	0.128177	0.146746	-0.0984739
0.59	0.560403	0.809288	-0.057992	-0.0123945	0.0431421	-0.137413	-0.0465764	-0.028462	-0.00300824	-0.0256978	0.0166204	0.110403	0.146002	-0.0942532
0.592	0.562019	0.808131	-0.0579666	-0.0124483	0.0431677	-0.137058	-0.0460923	-0.0287214	0.0127034	-0.0268901	0.0127927	0.128633	0.161048	-0.0990235
0.594	0.563633	0.806978	-0.0582456	-0.0124483	0.0433871	-0.137665	-0.0460802	-0.0287355	-0.139522	0	0.109666	-0.2119	0.00669195	-0.010245
0.596	0.565245	0.805828	-0.0582219	-0.0124987	0.0434233	-0.13736	-0.0456003	-0.02898	0.0118517	-0.0252061	0.0181158	0.111084	0.160112	-0.0941871
0.598	0.566854	0.804681	-0.058165	-0.0125513	0.0434523	-0.137006	-0.0450732	-0.0292356	0.028459	-0.0263351	0.0145211	0.128612	0.17609	-0.0988
0.6	0.568461	0.803537	-0.0584474	-0.0125513	0.0436648	-0.137606	-0.0450611	-0.0292493	-0.141217	0	0.106222	-0.209854	0.00674979	-0.00993963
0.602	0.570066	0.802397	-0.0583748	-0.0126035	0.0436945	-0.137252	-0.0445126	-0.0295032	0.0363079	-0.0260734	0.014852	0.129008	0.183563	-0.0987675
0.604	0.571669	0.801259	-0.0582854	-0.0126551	0.0437271	-0.136898	-0.0439431	-0.0297558	0.0447058	-0.0258305	0.016315	0.12882	0.190925	-0.0988207
0.606	0.573269	0.800125	-0.058571	-0.0126551	0.0439327	-0.137492	-0.043931	-0.029769	-0.142823	0	0.102772	-0.207824	0.00680883	-0.00961585
0.608	0.574867	0.798994	-0.0584869	-0.0127037	0.0439747	-0.137187	-0.0433717	-0.0300078	0.04205	-0.0242641	0.0210208	0.111674	0.18791	-0.0941887
0.61	0.576463	0.797867	-0.0583879	-0.0127518	0.0440191	-0.136882	-0.042794	-0.0302456	0.0495415	-0.0240792	0.0221857	0.111659	0.194351	-0.0943208
0.612	0.578056	0.796742	-0.0582738	-0.0127997	0.0440657	-0.136577	-0.042198	-0.0304827	0.0570371	-0.0239099	0.0233354	0.111664	0.200737	-0.0944955
